"index","name","extension","size"
"674","Data\Levels\FinalAlbion\OakvaleMemorialGarden_v2.lev",".lev","619207"
"675","Data\Levels\FinalAlbion\OakvaleMemorialGarden_v2.tng",".tng","159025"
"676","Data\Levels\FinalAlbion\BowerstoneSlums_v2.lev",".lev","1815194"
"677","Data\Levels\FinalAlbion\BowerstoneSlums_v2.tng",".tng","772043"
"678","Data\Levels\FinalAlbion\OakvaleFiller_07.lev",".lev","239250"
"679","Data\Levels\FinalAlbion\OakvaleFiller_07.tng",".tng","12"
"680","Data\Levels\FinalAlbion\SnowspireVillage.lev",".lev","1336335"
"681","Data\Levels\FinalAlbion\SnowspireVillage.tng",".tng","480592"
"682","Data\Levels\FinalAlbion\NorthernWastes3.lev",".lev","846680"
"683","Data\Levels\FinalAlbion\NorthernWastes3.tng",".tng","241013"
"684","Data\Levels\FinalAlbion\NorthernWastes2.lev",".lev","1188990"
"685","Data\Levels\FinalAlbion\NorthernWastes2.tng",".tng","321433"
"686","Data\Levels\FinalAlbion\NorthernWastes1.lev",".lev","587157"
"687","Data\Levels\FinalAlbion\NorthernWastes1.tng",".tng","138621"
"688","Data\Levels\FinalAlbion\LostBay.lev",".lev","601497"
"689","Data\Levels\FinalAlbion\LostBay.tng",".tng","118418"
"690","Data\Levels\FinalAlbion\LostBay_Leadout_01.lev",".lev","127938"
"691","Data\Levels\FinalAlbion\LostBay_Leadout_01.tng",".tng","2012"
"692","Data\Levels\FinalAlbion\NorthernWastes1_Leadout_01.lev",".lev","149518"
"693","Data\Levels\FinalAlbion\NorthernWastes1_Leadout_01.tng",".tng","710"
"694","Data\Levels\FinalAlbion\NorthernWastes3_Leadout_03.lev",".lev","126635"
"695","Data\Levels\FinalAlbion\NorthernWastes3_Leadout_03.tng",".tng","707"
"696","Data\Levels\FinalAlbion\NorthernWastes3_Leadout_01.lev",".lev","126584"
"697","Data\Levels\FinalAlbion\NorthernWastes3_Leadout_01.tng",".tng","12"
"698","Data\Levels\FinalAlbion\NorthernWastes3_Leadout_02.lev",".lev","126635"
"699","Data\Levels\FinalAlbion\NorthernWastes3_Leadout_02.tng",".tng","2545"
"700","Data\Levels\FinalAlbion\Bordello.lev",".lev","364650"
"701","Data\Levels\FinalAlbion\Bordello.tng",".tng","195474"
"702","Data\Levels\FinalAlbion\DemonDoor_LookoutPoint.lev",".lev","194915"
"703","Data\Levels\FinalAlbion\DemonDoor_LookoutPoint.tng",".tng","100468"
"704","Data\Levels\FinalAlbion\Bordello_Filler_04.lev",".lev","194162"
"705","Data\Levels\FinalAlbion\Bordello_Filler_04.tng",".tng","12"
"706","Data\Levels\FinalAlbion\Bordello_Filler_01.lev",".lev","575778"
"707","Data\Levels\FinalAlbion\Bordello_Filler_01.tng",".tng","551"
"708","Data\Levels\FinalAlbion\Bordello_Filler_02.lev",".lev","284338"
"709","Data\Levels\FinalAlbion\Bordello_Filler_02.tng",".tng","12"
"710","Data\Levels\FinalAlbion\Bordello_Filler_03.lev",".lev","329426"
"711","Data\Levels\FinalAlbion\Bordello_Filler_03.tng",".tng","12"
"712","Data\Levels\FinalAlbion\LostBay_Filler_01.lev",".lev","576120"
"713","Data\Levels\FinalAlbion\LostBay_Filler_01.tng",".tng","12"
"714","Data\Levels\FinalAlbion\LostBay_Filler_02.lev",".lev","576120"
"715","Data\Levels\FinalAlbion\LostBay_Filler_02.tng",".tng","12"
"716","Data\Levels\FinalAlbion\NorthernWastes1_Filler_01.lev",".lev","284728"
"717","Data\Levels\FinalAlbion\NorthernWastes1_Filler_01.tng",".tng","12"
"718","Data\Levels\FinalAlbion\LostBay_Filler_03.lev",".lev","126584"
"719","Data\Levels\FinalAlbion\LostBay_Filler_03.tng",".tng","12"
"720","Data\Levels\FinalAlbion\LostBay_Filler_04.lev",".lev","642744"
"721","Data\Levels\FinalAlbion\LostBay_Filler_04.tng",".tng","12"
"722","Data\Levels\FinalAlbion\LostBay_Filler_05.lev",".lev","126584"
"723","Data\Levels\FinalAlbion\LostBay_Filler_05.tng",".tng","12"
"724","Data\Levels\FinalAlbion\NorthernWastes1_Filler_02.lev",".lev","732248"
"725","Data\Levels\FinalAlbion\NorthernWastes1_Filler_02.tng",".tng","12"
"726","Data\Levels\FinalAlbion\NorthernWastes1_Filler_03.lev",".lev","329816"
"727","Data\Levels\FinalAlbion\NorthernWastes1_Filler_03.tng",".tng","12"
"728","Data\Levels\FinalAlbion\NorthernWastes1_Filler_04.lev",".lev","329816"
"729","Data\Levels\FinalAlbion\NorthernWastes1_Filler_04.tng",".tng","12"
"730","Data\Levels\FinalAlbion\LostBay_Filler_06.lev",".lev","306936"
"731","Data\Levels\FinalAlbion\LostBay_Filler_06.tng",".tng","12"
"732","Data\Levels\FinalAlbion\NorthernWastes3_Filler_01.lev",".lev","172344"
"733","Data\Levels\FinalAlbion\NorthernWastes3_Filler_01.tng",".tng","12"
"734","Data\Levels\FinalAlbion\NorthernWastes3_Filler_02.lev",".lev","149464"
"735","Data\Levels\FinalAlbion\NorthernWastes3_Filler_02.tng",".tng","12"
"736","Data\Levels\FinalAlbion\NorthernWastes3_Filler_03.lev",".lev","374232"
"737","Data\Levels\FinalAlbion\NorthernWastes3_Filler_03.tng",".tng","12"
"738","Data\Levels\FinalAlbion\NorthernWastes3_Filler_04.lev",".lev","149464"
"739","Data\Levels\FinalAlbion\NorthernWastes3_Filler_04.tng",".tng","12"
"740","Data\Levels\FinalAlbion\NorthernWastes3_Filler_05.lev",".lev","149464"
"741","Data\Levels\FinalAlbion\NorthernWastes3_Filler_05.tng",".tng","12"
"742","Data\Levels\FinalAlbion\NorthernWastes3_Filler_06.lev",".lev","1000760"
"743","Data\Levels\FinalAlbion\NorthernWastes3_Filler_06.tng",".tng","12"
"744","Data\Levels\FinalAlbion\NorthernWastes3_Filler_07.lev",".lev","149464"
"745","Data\Levels\FinalAlbion\NorthernWastes3_Filler_07.tng",".tng","12"
"746","Data\Levels\FinalAlbion\DragonCliff_Filler_01.lev",".lev","575730"
"747","Data\Levels\FinalAlbion\DragonCliff_Filler_01.tng",".tng","12"
"748","Data\Levels\FinalAlbion\DragonCliff_Filler_02.lev",".lev","306546"
"749","Data\Levels\FinalAlbion\DragonCliff_Filler_02.tng",".tng","12"
"750","Data\Levels\FinalAlbion\DragonCliff_Filler_03.lev",".lev","575730"
"751","Data\Levels\FinalAlbion\DragonCliff_Filler_03.tng",".tng","12"
"752","Data\Levels\FinalAlbion\DragonCliff_Filler_04.lev",".lev","306546"
"753","Data\Levels\FinalAlbion\DragonCliff_Filler_04.tng",".tng","12"
"754","Data\Levels\FinalAlbion\DemonDoor_Bordello.lev",".lev","216234"
"755","Data\Levels\FinalAlbion\DemonDoor_Bordello.tng",".tng","21652"
"756","Data\Levels\FinalAlbion\DemonDoor_Bordello_Filler_01.lev",".lev","284728"
"757","Data\Levels\FinalAlbion\DemonDoor_Bordello_Filler_01.tng",".tng","12"
"758","Data\Levels\FinalAlbion\DemonDoor_Bordello_Filler_02.lev",".lev","284728"
"759","Data\Levels\FinalAlbion\DemonDoor_Bordello_Filler_02.tng",".tng","12"
"760","Data\Levels\FinalAlbion\DemonDoor_Bordello_Filler_03.lev",".lev","284776"
"761","Data\Levels\FinalAlbion\DemonDoor_Bordello_Filler_03.tng",".tng","7395"
"762","Data\Levels\FinalAlbion\DemonDoor_Bordello_Filler_04.lev",".lev","284728"
"763","Data\Levels\FinalAlbion\DemonDoor_Bordello_Filler_04.tng",".tng","12"
"764","Data\Levels\FinalAlbion\DemonDoor_Necropolis.lev",".lev","213714"
"765","Data\Levels\FinalAlbion\DemonDoor_Necropolis.tng",".tng","26231"
"766","Data\Levels\FinalAlbion\DemonDoor_Necropolis_Filler_01.lev",".lev","284776"
"767","Data\Levels\FinalAlbion\DemonDoor_Necropolis_Filler_01.tng",".tng","576"
"768","Data\Levels\FinalAlbion\DemonDoor_Necropolis_Filler_02.lev",".lev","284776"
"769","Data\Levels\FinalAlbion\DemonDoor_Necropolis_Filler_02.tng",".tng","1821"
"770","Data\Levels\FinalAlbion\DemonDoor_Necropolis_Filler_03.lev",".lev","284728"
"771","Data\Levels\FinalAlbion\DemonDoor_Necropolis_Filler_03.tng",".tng","12"
"772","Data\Levels\FinalAlbion\DemonDoor_Necropolis_Filler_04.lev",".lev","284776"
"773","Data\Levels\FinalAlbion\DemonDoor_Necropolis_Filler_04.tng",".tng","4500"
"774","Data\Levels\FinalAlbion\SnowspireVillage_Filler_01.lev",".lev","1714104"
"775","Data\Levels\FinalAlbion\SnowspireVillage_Filler_01.tng",".tng","12"
"776","Data\Levels\FinalAlbion\SnowspireVillage_Filler_02.lev",".lev","1714104"
"777","Data\Levels\FinalAlbion\SnowspireVillage_Filler_02.tng",".tng","12"
"778","Data\Levels\FinalAlbion\SnowspireVillage_Filler_03.lev",".lev","732248"
"779","Data\Levels\FinalAlbion\SnowspireVillage_Filler_03.tng",".tng","12"
"780","Data\Levels\FinalAlbion\NorthernWastes1_Filler_05.lev",".lev","149464"
"781","Data\Levels\FinalAlbion\NorthernWastes1_Filler_05.tng",".tng","12"
"782","Data\Levels\FinalAlbion\SnowspireVillage_Vista_01.lev",".lev","553288"
"783","Data\Levels\FinalAlbion\SnowspireVillage_Vista_01.tng",".tng","569"
"784","Data\Levels\FinalAlbion\DragonCliff_Vista_01.lev",".lev","373842"
"785","Data\Levels\FinalAlbion\DragonCliff_Vista_01.tng",".tng","12"
"786","Data\Levels\FinalAlbion\DragonCliff_Vista_02.lev",".lev","373890"
"787","Data\Levels\FinalAlbion\DragonCliff_Vista_02.tng",".tng","568"
"788","Data\Levels\FinalAlbion\NorthernWastes1_Filler_06.lev",".lev","263864"
"789","Data\Levels\FinalAlbion\NorthernWastes1_Filler_06.tng",".tng","12"
"790","Data\Levels\FinalAlbion\LostBay_Filler_07.lev",".lev","284728"
"791","Data\Levels\FinalAlbion\LostBay_Filler_07.tng",".tng","12"
"792","Data\Levels\FinalAlbion\NorthernWastes3_Filler_08.lev",".lev","2114520"
"793","Data\Levels\FinalAlbion\NorthernWastes3_Filler_08.tng",".tng","12"
"794","Data\Levels\FinalAlbion\NorthernWastes3_Filler_09.lev",".lev","821752"
"795","Data\Levels\FinalAlbion\NorthernWastes3_Filler_09.tng",".tng","12"
