"id","region_name","display_name","region_def","minimap","minimap_scale","appear_on_world_map","contains_count","sees_count","contains_maps","sees_maps"
"64","PrisonPath","TXT_REGION_PRISONPATH","REGION_PRISON_PATH","MINIMAP_PRISONPATH","2.0","","3","2","FinalAlbion\PrisonPath.lev;FinalAlbion\PrisonIsland.lev;FinalAlbion\PrisonPath_Leadout_01.lev","FinalAlbion\PrisonPathFiller01.lev;FinalAlbion\PrisonPathFiller02.lev"
"65","GreyHouseHallway","TXT_REGION_GREYHOUSEHALLWAY","REGION_MAYORS_HOUSE","MINIMAP_GREYHOUSEHALLWAY","1.0","","1","0","FinalAlbion\MayorsHouseHallway.lev",""
"66","FrescoCaves","TXT_REGION_FRESCO_CAVES","REGION_FRESCO_TUNNEL","MINIMAP_FRESCOCAVES","1.0","","1","0","FinalAlbion\FrescoCaves.lev",""
"67","GuildWoods","TXT_REGION_GUILDWOODS","REGION_HERO_GUILD_WOODS","MINIMAP_GUILDWOODS","1.0","","1","4","FinalAlbion\GuildWoods.lev","FinalAlbion\HeroGuild_Filler_06.lev;FinalAlbion\HeroGuildComplexInside.lev;FinalAlbion\HeroGuild_Filler_05.lev;FinalAlbion\HeroGuild_Filler_03.lev"
"68","HobbeCaveEntranceTunnel","TXT_REGION_HOBBECAVEENTRANCETUNNEL","REGION_HOBBE_CAVE","MINIMAP_HOBBECAVEENTRANCETUNNEL","1.0","","1","0","FinalAlbion\HobbeCaveEntranceTunnel.lev",""
"69","HobbeCaveSideRoom","TXT_REGION_HOBBECAVESIDEROOM","REGION_HOBBE_CAVE_SIDE_ROOM","MINIMAP_HOBBECAVESIDEROOM","0.75","","1","0","FinalAlbion\HobbeCaveSideRoom.lev",""
"70","HobbeCaveLarder","TXT_REGION_HOBBECAVELARDER","REGION_HOBBE_CAVE_LARDER","MINIMAP_HOBBECAVELARDER","1.0","","1","0","FinalAlbion\HobbeCaveLarder.lev",""
"71","HobbeCaveNymphChamber","TXT_REGION_HOBBECAVENYMPHTUNNEL","REGION_HOBBE_CAVE_NYMPH_CHAMBER","MINIMAP_HOBBECAVENYMPHCHAMBER","1.0","","1","0","FinalAlbion\HobbeCaveNymphChamber.lev",""
"72","HobbeCaveMainChamber","TXT_REGION_HOBBECAVEMAINCHAMBER","REGION_HOBBE_CAVE_MAIN_CHAMBER","MINIMAP_HOBBECAVEMAINCHAMBER","1.0","","1","0","FinalAlbion\HobbeCaveMainChamber.lev",""
"73","Filler_GreatwoodLake_01","Filler_GreatwoodLake_01","","","1.0","","1","0","FinalAlbion\GreatwoodLakeFiller_01.lev",""
"74","Filler_PicnicArea_01","Filler_PicnicArea_01","","","1.0","","3","0","FinalAlbion\PicnicArea_Filler_02.lev;FinalAlbion\PicnicArea_Filler_03.lev;FinalAlbion\PicnicArea_Filler_01.lev",""
"75","Filler_BanditToll","Filler_BanditToll","","","1.0","","1","0","FinalAlbion\BanditTollFiller_01.lev",""
"76","Filler_Graveyard_01","Filler_Graveyard_01","","","1.0","","3","0","FinalAlbion\GraveyardFiller02.lev;FinalAlbion\GraveyardFiller01.lev;FinalAlbion\GraveyardFiller03.lev",""
"77","Filler_GrannysHouse_01","Filler_GrannysHouse_01","","","1.0","","2","0","FinalAlbion\Filler_GrannysHouse_01.lev;FinalAlbion\Filler_GrannysHouse_02.lev",""
"78","Filler_OakVale_01","Filler_OakVale_01","","","1.0","","4","0","FinalAlbion\OakVale_Filler_03.lev;FinalAlbion\OakVale_Filler_04.lev;FinalAlbion\OakVale_Filler_02.lev;FinalAlbion\OakvaleFiller_07.lev",""
"79","Sea_OakVale_01","Sea_OakVale_01","","","1.0","","7","0","FinalAlbion\OakVale_Sea_02.lev;FinalAlbion\OakVale_Sea_03.lev;FinalAlbion\OakVale_Sea_04.lev;FinalAlbion\OakVale_Sea_05.lev;FinalAlbion\OakVale_Sea_06.lev;FinalAlbion\OakVale_Sea_01.lev;FinalAlbion\OakVale_Filler_01.lev",""
"80","Filler_BanditCampPath_01","Filler_BanditCampPath_01","","","1.0","","4","0","FinalAlbion\BanditCampPath_Filler_02.lev;FinalAlbion\BanditCampPath_Filler_03.lev;FinalAlbion\BanditCampPath_Filler_13.lev;FinalAlbion\BanditCampPath_Filler_01.lev",""
"81","Filler_BanditCampPath_02","Filler_BanditCampPath_02","","","1.0","","3","0","FinalAlbion\BanditCampPath_Filler_06.lev;FinalAlbion\BanditCampPath_Filler_04.lev;FinalAlbion\BanditCampPath_Filler_05.lev",""
"82","Filler_BanditCamp_01","Filler_BanditCamp_01","","","1.0","","6","0","FinalAlbion\BanditCamp_Filler_06.lev;FinalAlbion\BanditCamp_Filler_05.lev;FinalAlbion\BanditCamp_Filler_03.lev;FinalAlbion\BanditCamp_Filler_02.lev;FinalAlbion\BanditCamp_Filler_04.lev;FinalAlbion\BanditCamp_Filler_01.lev",""
"83","Filler_BarrowFields_01","Filler_BarrowFields_01","","","1.0","","6","0","FinalAlbion\BarrowFields_Filler_01.lev;FinalAlbion\BarrowFields_Filler_05.lev;FinalAlbion\BarrowFields_Filler_03.lev;FinalAlbion\BarrowFields_Filler_02.lev;FinalAlbion\BarrowFields_Filler_04.lev;FinalAlbion\BarrowFields_Filler_07.lev",""
"84","Filler_Witchwood_01","Filler_Witchwood_01","","","1.0","","5","0","FinalAlbion\Witchwood_Filler_03.lev;FinalAlbion\Witchwood_Filler_05.lev;FinalAlbion\Witchwood_Filler_01.lev;FinalAlbion\Witchwood_Filler_04.lev;FinalAlbion\Witchwood_Filler_18.lev",""
"85","Filler_Witchwood_02","Filler_Witchwood_02","","","1.0","","9","0","FinalAlbion\Witchwood_Filler_06.lev;FinalAlbion\Witchwood_Filler_09.lev;FinalAlbion\Witchwood_Filler_10.lev;FinalAlbion\Witchwood_Filler_22.lev;FinalAlbion\Witchwood_Filler_21.lev;FinalAlbion\Witchwood_Filler_16.lev;FinalAlbion\Witchwood_Filler_27.lev;FinalAlbion\Witchwood_Filler_28.lev;FinalAlbion\Witchwood_Filler_29.lev",""
"86","Filler_Witchwood_03","Filler_Witchwood_03","","","1.0","","9","0","FinalAlbion\Witchwood_Filler_15.lev;FinalAlbion\Witchwood_Filler_14.lev;FinalAlbion\Witchwood_Filler_11.lev;FinalAlbion\Witchwood_Filler_12.lev;FinalAlbion\Witchwood_Filler_13.lev;FinalAlbion\Witchwood_Filler_25.lev;FinalAlbion\Witchwood_Filler_26.lev;FinalAlbion\Witchwood_Filler_24.lev;FinalAlbion\Witchwood_Filler_07.lev",""
"87","Filler_KnotholeGlade_01","Filler_KnotholeGlade_01","","","1.0","","5","0","FinalAlbion\KnotholeGlade_Filler_01.lev;FinalAlbion\KnotholeGlade_Filler_02.lev;FinalAlbion\KnotholeGlade_Filler_03.lev;FinalAlbion\Witchwood_Filler_30.lev;FinalAlbion\Witchwood_Filler_31.lev",""
"88","Filler_GraveyardPath_01","Filler_GraveyardPath_01","","","1.0","","4","0","FinalAlbion\GraveyardPathFiller01.lev;FinalAlbion\GraveyardPathFiller02.lev;FinalAlbion\GraveyardPathFiller03.lev;FinalAlbion\GraveyardPathFiller04.lev",""
"89","Filler_GibbetWoods_01","Filler_GibbetWoods_01","","","1.0","","2","0","FinalAlbion\GibbetWoodsFiller02.lev;FinalAlbion\GibbetWoodsFiller01.lev",""
"90","Filler_PrisonPath_01","Filler_PrisonPath_01","","","1.0","","2","0","FinalAlbion\PrisonPathFiller01.lev;FinalAlbion\PrisonPathFiller02.lev",""
"91","Filler_HauntedHouse_01","Filler_HauntedHouse_01","","","1.0","","2","0","FinalAlbion\HauntedHouse_Filler_01.lev;FinalAlbion\HauntedHouse_Filler_02.lev",""
"92","Filler_BanditCampPath_03","Filler_BanditCampPath_03","","","1.0","","6","0","FinalAlbion\BanditCampPath_Filler_08.lev;FinalAlbion\BanditCampPath_Filler_07.lev;FinalAlbion\BanditCampPath_Filler_09.lev;FinalAlbion\BanditCampPath_Filler_10.lev;FinalAlbion\BanditCampPath_Filler_11.lev;FinalAlbion\BanditCampPath_Filler_12.lev",""
"93","Filler_Darkwood_01","Filler_Darkwood_01","","","1.0","","7","0","FinalAlbion\Darkwood_Filler_02.lev;FinalAlbion\Darkwood_Filler_01.lev;FinalAlbion\Darkwood_Filler_03.lev;FinalAlbion\Darkwood_Filler_04.lev;FinalAlbion\Darkwood_Filler_05.lev;FinalAlbion\Darkwood_Filler_06.lev;FinalAlbion\Darkwood_Filler_07.lev",""
"94","Filler_Darkwood_02","Filler_Darkwood_02","","","1.0","","8","0","FinalAlbion\Darkwood_Filler_08.lev;FinalAlbion\Darkwood_Filler_09.lev;FinalAlbion\Darkwood_Filler_10.lev;FinalAlbion\Darkwood_Filler_11.lev;FinalAlbion\Darkwood_Filler_12.lev;FinalAlbion\Darkwood_Filler_13.lev;FinalAlbion\Darkwood_Filler_29.lev;FinalAlbion\Darkwood_Filler_30.lev",""
"95","Filler_Darkwood_03","Filler_Darkwood_03","","","1.0","","7","0","FinalAlbion\Darkwood_Filler_14.lev;FinalAlbion\Darkwood_Filler_15.lev;FinalAlbion\Darkwood_Filler_16.lev;FinalAlbion\Darkwood_Filler_17.lev;FinalAlbion\Darkwood_Filler_18.lev;FinalAlbion\Darkwood_Filler_19.lev;FinalAlbion\Darkwood_Filler_31.lev",""
"96","Filler_Darkwood_04","Filler_Darkwood_04","","","1.0","","5","0","FinalAlbion\Darkwood_Filler_20.lev;FinalAlbion\Darkwood_Filler_21.lev;FinalAlbion\Darkwood_Filler_22.lev;FinalAlbion\Darkwood_Filler_23.lev;FinalAlbion\Darkwood_Filler_24.lev",""
"97","Filler_Darkwood_05","Filler_Darkwood_05","","","1.0","","5","0","FinalAlbion\Darkwood_Filler_25.lev;FinalAlbion\Darkwood_Filler_26.lev;FinalAlbion\Darkwood_Filler_27.lev;FinalAlbion\Darkwood_Filler_28.lev;FinalAlbion\Darkwood_Filler_32.lev",""
"98","Filler_Arena_01","Filler_Arena_01","","","1.0","","2","0","FinalAlbion\Arena_Filler_02.lev;FinalAlbion\Arena_Filler_01.lev",""
"99","Filler_Greatwood_01","Filler_Greatwood_01","","","1.0","","7","0","FinalAlbion\Greatwood_Filler_01.lev;FinalAlbion\Greatwood_Filler_02.lev;FinalAlbion\Greatwood_Filler_07.lev;FinalAlbion\Greatwood_Filler_06.lev;FinalAlbion\Greatwood_Filler_05.lev;FinalAlbion\Greatwood_Filler_08.lev;FinalAlbion\Greatwood_Filler_03.lev",""
"100","Filler_Greatwood_02","Filler_Greatwood_02","","","1.0","","4","0","FinalAlbion\Greatwood_Filler_09.lev;FinalAlbion\OrchardFarm_Filler_01.lev;FinalAlbion\OrchardFarm_Filler_02.lev;FinalAlbion\Greatwood_Filler_04.lev",""
"101","Filler_Bowerstone_01","Filler_Bowerstone_01","","","1.0","","4","0","FinalAlbion\Bowerstone_Filler_01.lev;FinalAlbion\Bowerstone_Filler_02.lev;FinalAlbion\Bowerstone_Filler_03.lev;FinalAlbion\Bowerstone_Filler_06.lev",""
"102","Filler_Hookcoast_01","Filler_Hookcoast_01","","","1.0","","5","0","FinalAlbion\Hookcoast_Filler_01.lev;FinalAlbion\Hookcoast_Filler_02.lev;FinalAlbion\HookCoast_Sea_01.lev;FinalAlbion\HookCoast_Sea_02.lev;FinalAlbion\HookCoast_Filler_03.lev",""
"103","Filler_LookoutPoint_01","Filler_LookoutPoint_01","","","1.0","","7","0","FinalAlbion\LookoutPoint_Filler_05.lev;FinalAlbion\LookoutPoint_Filler_04.lev;FinalAlbion\LookoutPoint_Filler_01.lev;FinalAlbion\LookoutPoint_Filler_03.lev;FinalAlbion\LookoutPoint_Filler_02.lev;FinalAlbion\LookoutPoint_Filler_06.lev;FinalAlbion\LookoutPoint_Filler_07.lev",""
"104","Filler_BowerstoneSlums_01","Filler_BowerstoneSlums_01","","","1.0","","3","0","FinalAlbion\BowerstoneSlums_Filler_02.lev;FinalAlbion\BowerstoneSlums_Filler_03.lev;FinalAlbion\BowerstoneSlums_Filler_01.lev",""
"105","DragonCliff2","TXT_REGION_DRAGON_CLIFF","REGION_DRAGON","MINIMAP_DRAGONCLIFF","3.0","","3","4","FinalAlbion\DragonCliff_02.lev;FinalAlbion\DragonCliff_Vista_01.lev;FinalAlbion\DragonCliff_Vista_02.lev","FinalAlbion\DragonCliff_Filler_01.lev;FinalAlbion\DragonCliff_Filler_04.lev;FinalAlbion\DragonCliff_Filler_03.lev;FinalAlbion\DragonCliff_Filler_02.lev"
"106","Filler_BowerstoneJail_01","Filler_BowerstoneJail_01","","","1.0","","2","0","FinalAlbion\BowerstoneJail_Filler_01.lev;FinalAlbion\BowerstoneJail_Filler_02.lev",""
"107","Filler_Bowerstone_02","Filler_Bowerstone_02","","","1.0","","2","0","FinalAlbion\Bowerstone_Filler_04.lev;FinalAlbion\Bowerstone_Filler_05.lev",""
"108","Filler_DesertedFarm_01","Filler_DesertedFarm_01","","","1.0","","4","0","FinalAlbion\DesertedFarm_Filler_01.lev;FinalAlbion\DesertedFarm_Filler_02.lev;FinalAlbion\DesertedFarm_Filler_03.lev;FinalAlbion\DesertedFarm_Filler_04.lev",""
"109","Filler_ExecutionTree_01","Filler_ExecutionTree_01","","","1.0","","2","0","FinalAlbion\ExecutionTree_Filler_01.lev;FinalAlbion\ExecutionTree_Filler_02.lev",""
"110","DemonDoor_BanditCampPath","TXT_REGION_DD_BANDITCAMPPATH","REGION_DD_BANDIT_CAMP_PATH","MINIMAP_DEMONDOORBANDITCAMPPATH","1.0","","5","0","FinalAlbion\DemonDoor_BanditCampPath_Filler_03.lev;FinalAlbion\DemonDoor_BanditCampPath_Filler_02.lev;FinalAlbion\DemonDoor_BanditCampPath_Filler_04.lev;FinalAlbion\DemonDoor_BanditCampPath.lev;FinalAlbion\DemonDoor_BanditCampPath_Filler_01.lev",""
"111","DemonDoor_HauntedHouse","TXT_REGION_DD_HAUNTEDHOUSE","REGION_DD_HAUNTED_HOUSE","MINIMAP_DEMONDOORHAUNTEDHOUSE","1.0","","5","0","FinalAlbion\DemonDoor_HauntedHouse.lev;FinalAlbion\DemonDoor_HauntedHouse_Filler_03.lev;FinalAlbion\DemonDoor_HauntedHouse_Filler_04.lev;FinalAlbion\DemonDoor_HauntedHouse_Filler_01.lev;FinalAlbion\DemonDoor_HauntedHouse_Filler_02.lev",""
"112","DemonDoor_Barrowfields","TXT_REGION_DD_BARROWFIELDS","REGION_DD_BARROW_FIELDS","MINIMAP_DEMONDOORBARROWFIELDS","1.0","","5","0","FinalAlbion\DemonDoor_Barrowfields.lev;FinalAlbion\DemonDoor_Barrowfields_Filler_04.lev;FinalAlbion\DemonDoor_Barrowfields_Filler_01.lev;FinalAlbion\DemonDoor_Barrowfields_Filler_02.lev;FinalAlbion\DemonDoor_Barrowfields_Filler_03.lev",""
"113","DemonDoor_Guild","TXT_REGION_DD_GUILD","REGION_DD_GUILD","MINIMAP_DEMONDOORGUILD","1.0","","5","0","FinalAlbion\DemonDoor_Guild.lev;FinalAlbion\DemonDoor_Guild_Filler_03.lev;FinalAlbion\DemonDoor_Guild_Filler_04.lev;FinalAlbion\DemonDoor_Guild_Filler_01.lev;FinalAlbion\DemonDoor_Guild_Filler_02.lev",""
"114","DemonDoor_DarkwoodSporeSwamp","TXT_REGION_DD_DARKWOODSWAMP","REGION_DD_DARKWOOD_SPORE_SWAMP","MINIMAP_DEMONDOORDARKWOODSPORESWAMP","1.0","","5","0","FinalAlbion\DemonDoor_DarkwoodSporeSwamp.lev;FinalAlbion\DemonDoor_DarkwoodSporeSwamp_Filler_04.lev;FinalAlbion\DemonDoor_DarkwoodSporeSwamp_Filler_01.lev;FinalAlbion\DemonDoor_DarkwoodSporeSwamp_Filler_02.lev;FinalAlbion\DemonDoor_DarkwoodSporeSwamp_Filler_03.lev",""
"115","DemonDoor_KnotholeGlade","TXT_REGION_DD_KNOTHOLEGLADE","REGION_DD_KNOTHOLE_GLADE","MINIMAP_DEMONDOORKHG","1.0","","5","0","FinalAlbion\DemonDoor_KnotholeGlade.lev;FinalAlbion\DemonDoor_KnotholeGlade_Filler_04.lev;FinalAlbion\DemonDoor_KnotholeGlade_Filler_01.lev;FinalAlbion\DemonDoor_KnotholeGlade_Filler_03.lev;FinalAlbion\DemonDoor_KnotholeGlade_Filler_02.lev",""
"116","DemonDoor_GreatwoodBanditToll","TXT_REGION_DD_GREATWOODBANDITTOLL","REGION_DD_BANDIT_TOLL","MINIMAP_DEMONDOORGREATWOODBANDITTOLL","1.0","","5","0","FinalAlbion\DemonDoor_GreatwoodBanditToll.lev;FinalAlbion\DemonDoor_GreatwoodBanditTol_Filler_03.lev;FinalAlbion\DemonDoor_GreatwoodBanditTol_Filler_02.lev;FinalAlbion\DemonDoor_GreatwoodBanditTol_Filler_01.lev;FinalAlbion\DemonDoor_GreatwoodBanditTol_Filler_04.lev",""
"117","DemonDoor_GreatwoodCaves","TXT_REGION_DD_GREATWOODCAVES","REGION_DD_GREATWOOD_CAVES","MINIMAP_DEMONDOORGREATWOODCAVES","1.0","","5","0","FinalAlbion\DemonDoor_GreatwoodCaves.lev;FinalAlbion\DemonDoor_GreatwoodCaves_Filler_04.lev;FinalAlbion\DemonDoor_GreatwoodCaves_Filler_01.lev;FinalAlbion\DemonDoor_GreatwoodCaves_Filler_02.lev;FinalAlbion\DemonDoor_GreatwoodCaves_Filler_03.lev",""
"118","DemonDoor_GreatwoodGrannysHouse","TXT_REGION_DD_GRANNYSHOUSE","REGION_DD_GRANNYS_HOUSE","MINIMAP_DEMONDOORGRANNYSHOUSE","1.0","","1","0","FinalAlbion\DemonDoor_GreatwoodGrannysHouse.lev",""
"119","Filler_HeroGuild_01","Filler_HeroGuild_01","","","1.0","","6","0","FinalAlbion\HeroGuild_Filler_02.lev;FinalAlbion\HeroGuild_Filler_01.lev;FinalAlbion\HeroGuild_Filler_03.lev;FinalAlbion\HeroGuild_Filler_04.lev;FinalAlbion\HeroGuild_Filler_05.lev;FinalAlbion\HeroGuild_Filler_06.lev",""
"120","Filler_DragonCliff_01","Filler_DragonCliff_01","","","1.0","","4","0","FinalAlbion\DragonCliff_Filler_01.lev;FinalAlbion\DragonCliff_Filler_04.lev;FinalAlbion\DragonCliff_Filler_03.lev;FinalAlbion\DragonCliff_Filler_02.lev",""
"121","Filler_PrisonPassageExterior_01","Filler_PrisonPassageExterior_01","","","1.0","","1","0","FinalAlbion\PrisonSecretPassageExterior_Filler_01.lev",""
"122","StartOakvale_Filler","StartOakvale_Filler","","","1.0","","9","2","FinalAlbion\StartOakVale_Filler_02.lev;FinalAlbion\StartOakVale_Filler_03.lev;FinalAlbion\StartOakVale_Sea_01.lev;FinalAlbion\StartOakVale_Filler_04.lev;FinalAlbion\StartOakVale_Sea_02.lev;FinalAlbion\StartOakVale_Sea_03.lev;FinalAlbion\StartOakVale_Sea_04.lev;FinalAlbion\StartOakVale_Filler_01.lev;FinalAlbion\StartOakVale_Filler_05.lev","FinalAlbion\StartOakVale_Filler_01.lev;FinalAlbion\StartOakVale_Filler_05.lev"
"123","CreatureHub","Creature Hub","","","1.0","","1","0","creature_hub.lev",""
"124","HobbeCaveNymphFocal","TXT_REGION_HOBBECAVENYMPHFOCAL","REGION_HOBBE_CAVE_NYMPH_FOCAL","MINIMAP_HOBBECAVENYMPHFOCAL","1.0","","1","0","FinalAlbion\HobbeCaveNymphFocal.lev",""
"125","OakvaleMemorialGarden","TXT_REGION_OAKVALE_MEMORIAL_GARDEN","REGION_OAK_VALE_MEMORIAL_GARDEN","MINIMAP_OAKBAYGARDENS","1.0","","1","0","FinalAlbion\OakvaleMemorialGarden_v2.lev",""
"126","BowerstoneSlumsWarehouses","TXT_REGION_BOWERSTONE_WAREHOUSE_SLUMS","REGION_BOWERSTONE_SLUMS_WAREHOUSES","MINIMAP_BOWERSTONESLUMSWAREHOUSES","1.0","","1","4","FinalAlbion\BowerstoneSlumsWarehouses.lev","FinalAlbion\Bowerstone_Filler_03.lev;FinalAlbion\BowerstoneSlums_Filler_02.lev;FinalAlbion\Bowerstone_Filler_01.lev;FinalAlbion\Bowerstone_Filler_02.lev"
"127","SnowspireVillage","TXT_REGION_SNOWSPIRE_VILLAGE","REGION_SNOWSPIRE_VILLAGE","MINIMAP_SNOWSPIRE","2.0","","2","12","FinalAlbion\SnowspireVillage.lev;FinalAlbion\SnowspireVillage_Vista_01.lev","FinalAlbion\SnowspireVillage_Filler_02.lev;FinalAlbion\SnowspireVillage_Filler_01.lev;FinalAlbion\SnowspireVillage_Filler_03.lev;FinalAlbion\NorthernWastes3_Filler_04.lev;FinalAlbion\NorthernWastes3_Filler_02.lev;FinalAlbion\NorthernWastes3_Filler_01.lev;FinalAlbion\NorthernWastes3_Filler_03.lev;FinalAlbion\LostBay_Filler_04.lev;FinalAlbion\LostBay_Filler_01.lev;FinalAlbion\NorthernWastes3_Leadout_02.lev;FinalAlbion\NorthernWastes3.lev;FinalAlbion\NorthernWastes3_Filler_06.lev"
"128","NorthernWastes1","TXT_REGION_NORTHERN_WASTES_01","REGION_NORTHERN_WASTES_01","MINIMAP_NORTHERNWASTES1","1.0","","2","6","FinalAlbion\NorthernWastes1.lev;FinalAlbion\NorthernWastes1_Leadout_01.lev","FinalAlbion\NorthernWastes1_Filler_01.lev;FinalAlbion\NorthernWastes1_Filler_02.lev;FinalAlbion\NorthernWastes1_Filler_03.lev;FinalAlbion\NorthernWastes1_Filler_04.lev;FinalAlbion\NorthernWastes1_Filler_06.lev;FinalAlbion\NorthernWastes1_Filler_05.lev"
"129","NorthernWastes2","TXT_REGION_NORTHERN_WASTES_02","REGION_NORTHERN_WASTES_02","MINIMAP_NORTHERNWASTES2","1.0","","1","0","FinalAlbion\NorthernWastes2.lev",""
"130","NorthernWastes3","TXT_REGION_NORTHERN_WASTES_03","REGION_NORTHERN_WASTES_03","MINIMAP_NORTHERNWASTES3","1.0","","4","9","FinalAlbion\NorthernWastes3.lev;FinalAlbion\NorthernWastes3_Leadout_02.lev;FinalAlbion\NorthernWastes3_Leadout_01.lev;FinalAlbion\NorthernWastes3_Leadout_03.lev","FinalAlbion\NorthernWastes3_Filler_04.lev;FinalAlbion\NorthernWastes3_Filler_05.lev;FinalAlbion\NorthernWastes3_Filler_02.lev;FinalAlbion\NorthernWastes3_Filler_01.lev;FinalAlbion\NorthernWastes3_Filler_03.lev;FinalAlbion\NorthernWastes3_Filler_07.lev;FinalAlbion\NorthernWastes3_Filler_06.lev;FinalAlbion\NorthernWastes3_Filler_08.lev;FinalAlbion\NorthernWastes3_Filler_09.lev"
"131","LostBay","TXT_REGION_LOST_BAY","REGION_LOST_BAY","MINIMAP_LOSTBAY","1.0","","2","7","FinalAlbion\LostBay.lev;FinalAlbion\LostBay_Leadout_01.lev","FinalAlbion\LostBay_Filler_02.lev;FinalAlbion\LostBay_Filler_06.lev;FinalAlbion\LostBay_Filler_01.lev;FinalAlbion\LostBay_Filler_04.lev;FinalAlbion\LostBay_Filler_05.lev;FinalAlbion\LostBay_Filler_03.lev;FinalAlbion\LostBay_Filler_07.lev"
"132","Bordello","TXT_REGION_BORDELLO","REGION_BORDELLO","MINIMAP_DARKWOODBORDELLO","1.0","","1","4","FinalAlbion\Bordello.lev","FinalAlbion\Bordello_Filler_04.lev;FinalAlbion\Bordello_Filler_03.lev;FinalAlbion\Bordello_Filler_01.lev;FinalAlbion\Bordello_Filler_02.lev"
"133","DemonDoor_LookoutPoint","TXT_REGION_DD_LOOKOUT_POINT","REGION_DD_LOOKOUT_POINT","MINIMAP_DEMONDOORLOOKOUTPOINT","1.0","","1","0","FinalAlbion\DemonDoor_LookoutPoint.lev",""
"134","Filler_Bordello_01","Filler_Bordello_01","","","1.0","","4","0","FinalAlbion\Bordello_Filler_01.lev;FinalAlbion\Bordello_Filler_02.lev;FinalAlbion\Bordello_Filler_03.lev;FinalAlbion\Bordello_Filler_04.lev",""
"135","Filler_LostBay_01","Filler_LostBay_01","","","1.0","","7","0","FinalAlbion\LostBay_Filler_01.lev;FinalAlbion\LostBay_Filler_06.lev;FinalAlbion\LostBay_Filler_02.lev;FinalAlbion\LostBay_Filler_03.lev;FinalAlbion\LostBay_Filler_05.lev;FinalAlbion\LostBay_Filler_07.lev;FinalAlbion\LostBay_Filler_04.lev",""
"136","Filler_NorthernWastes_01","Filler_NorthernWastes_01","","","1.0","","6","0","FinalAlbion\NorthernWastes1_Filler_06.lev;FinalAlbion\NorthernWastes1_Filler_05.lev;FinalAlbion\NorthernWastes1_Filler_01.lev;FinalAlbion\NorthernWastes1_Filler_03.lev;FinalAlbion\NorthernWastes1_Filler_04.lev;FinalAlbion\NorthernWastes1_Filler_02.lev",""
"137","Filler_NorthernWastes_03","Region144","","","1.0","","9","0","FinalAlbion\NorthernWastes3_Filler_06.lev;FinalAlbion\NorthernWastes3_Filler_05.lev;FinalAlbion\NorthernWastes3_Filler_04.lev;FinalAlbion\NorthernWastes3_Filler_02.lev;FinalAlbion\NorthernWastes3_Filler_01.lev;FinalAlbion\NorthernWastes3_Filler_03.lev;FinalAlbion\NorthernWastes3_Filler_07.lev;FinalAlbion\NorthernWastes3_Filler_09.lev;FinalAlbion\NorthernWastes3_Filler_08.lev",""
"138","DemonDoor_Bordello","TXT_REGION_DD_BORDELLO","REGION_DD_BORDELLO","MINIMAP_DEMONDOORBORDELLO","1.0","","5","0","FinalAlbion\DemonDoor_Bordello.lev;FinalAlbion\DemonDoor_Bordello_Filler_04.lev;FinalAlbion\DemonDoor_Bordello_Filler_02.lev;FinalAlbion\DemonDoor_Bordello_Filler_01.lev;FinalAlbion\DemonDoor_Bordello_Filler_03.lev",""
"139","DemonDoor_Necropolis","TXT_REGION_DD_NECROPOLIS","REGION_DD_NECROPOLIS","MINIMAP_DEMONDOORNECROPOLIS","1.0","","5","0","FinalAlbion\DemonDoor_Necropolis_Filler_03.lev;FinalAlbion\DemonDoor_Necropolis_Filler_04.lev;FinalAlbion\DemonDoor_Necropolis.lev;FinalAlbion\DemonDoor_Necropolis_Filler_02.lev;FinalAlbion\DemonDoor_Necropolis_Filler_01.lev",""
"140","Filler_Snowspire_01","Filler_Snowspire_01","","","1.0","","3","0","FinalAlbion\SnowspireVillage_Filler_02.lev;FinalAlbion\SnowspireVillage_Filler_01.lev;FinalAlbion\SnowspireVillage_Filler_03.lev",""
"141","Filler_NorthernWastes_02","Filler_NorthernWastes_02","","","1.0","","0","0","",""
