"relative_path","extension","size","last_write"
"data\Sound\CUTSCENE-CollectFireheart.ogg",".ogg","277756","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-DeadDad.ogg",".ogg","864769","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-DragonDeath.ogg",".ogg","289442","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-DragonFightIntro.ogg",".ogg","456819","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-DragonFightOutroChoice.ogg",".ogg","428470","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-DragonFightOutroEvil.ogg",".ogg","278782","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-DragonFightOutroGood.ogg",".ogg","258373","2026-01-31T14:27:38"
"data\Sound\CUTSCENE-Feet.ogg",".ogg","534641","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-GateOpensBriarRose.ogg",".ogg","573327","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-GateOpensScythe.ogg",".ogg","663863","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-GuildArrival.ogg",".ogg","902620","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-GuildCeremony.ogg",".ogg","895928","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-JackBossFightIntro.ogg",".ogg","616533","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-JackBossFightOutro.ogg",".ogg","737227","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-JackCaptures.ogg",".ogg","1429238","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-OneYearLater.ogg",".ogg","468100","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-OracleAwakens.ogg",".ogg","665849","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-PrisonMother.ogg",".ogg","687318","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-ScytheMessage.ogg",".ogg","960741","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-Soul2MotherIntro.ogg",".ogg","292861","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-Soul2MotherSuccess.ogg",".ogg","426975","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-Soul3GuildmasterIntro.ogg",".ogg","372498","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-Soul3GuildmasterOutroEvil.ogg",".ogg","573327","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-Soul3GuildmasterOutroGood.ogg",".ogg","457785","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-SummonShipIntro.ogg",".ogg","492021","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-SummonShipOutro.ogg",".ogg","374030","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-Theresa_01.ogg",".ogg","270850","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-Theresa_02.ogg",".ogg","945868","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-TwinBlade.ogg",".ogg","1162032","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-WizardBattleIntro.ogg",".ogg","1544626","2026-01-31T14:27:28"
"data\Sound\CUTSCENE-WizardBattleOutro.ogg",".ogg","1248524","2026-01-31T14:27:28"
"data\Sound\DANGER_01.ogg",".ogg","3962133","2026-01-31T14:27:28"
"data\Sound\DANGER_02.ogg",".ogg","2006590","2026-01-31T14:27:28"
"data\Sound\DANGER_ARENA.ogg",".ogg","2048367","2026-01-31T14:27:28"
"data\Sound\DarkWood.lug",".lug","9783660","2026-01-31T14:27:28"
"data\Sound\DarkWood.met",".met","17688","2026-01-31T14:27:37"
"data\Sound\DARKWOOD.ogg",".ogg","4102360","2026-01-31T14:27:28"
"data\Sound\DarkWoodLake.lug",".lug","9783660","2026-01-31T14:27:28"
"data\Sound\DarkWoodLake.met",".met","17688","2026-01-31T14:27:38"
"data\Sound\Demon_Door_Bordello.lug",".lug","166628","2026-01-31T14:27:37"
"data\Sound\Demon_Door_Bordello.met",".met","368","2026-01-31T14:27:39"
"data\Sound\Demon_Door_Lookout_Point.lug",".lug","545804","2026-01-31T14:27:28"
"data\Sound\Demon_Door_Lookout_Point.met",".met","2861","2026-01-31T14:27:35"
"data\Sound\Demon_Door_Necropolis.lug",".lug","149744","2026-01-31T14:27:35"
"data\Sound\Demon_Door_Necropolis.met",".met","372","2026-01-31T14:27:38"
"data\Sound\EXECUTION_TREE.ogg",".ogg","3648059","2026-01-31T14:27:28"
"data\Sound\FANFARE_01.ogg",".ogg","92596","2026-01-31T14:27:35"
"data\Sound\FANFARE_02.ogg",".ogg","97341","2026-01-31T14:27:37"
"data\Sound\FANFARE_03.ogg",".ogg","107025","2026-01-31T14:27:37"
"data\Sound\FANFARE_04.ogg",".ogg","104668","2026-01-31T14:27:37"
"data\Sound\FANFARE_05.ogg",".ogg","93363","2026-01-31T14:27:38"
"data\Sound\FANFARE_06.ogg",".ogg","99938","2026-01-31T14:27:35"
"data\Sound\FANFARE_07.ogg",".ogg","90061","2026-01-31T14:27:37"
"data\Sound\FANFARE_08.ogg",".ogg","112570","2026-01-31T14:27:37"
"data\Sound\FANFARE_09.ogg",".ogg","101760","2026-01-31T14:27:35"
"data\Sound\FANFARE_10.ogg",".ogg","99096","2026-01-31T14:27:35"
"data\Sound\Fountain.lug",".lug","165648","2026-01-31T14:27:38"
"data\Sound\Fountain.met",".met","162","2026-01-31T14:27:37"
"data\Sound\Frontend.lug",".lug","114086","2026-01-31T14:27:35"
"data\Sound\Frontend.met",".met","1004","2026-01-31T14:27:37"
"data\Sound\GIBBET_WOODS.ogg",".ogg","4086763","2026-01-31T14:27:28"
"data\Sound\GrannysHouse.lug",".lug","3321272","2026-01-31T14:27:28"
"data\Sound\GrannysHouse.met",".met","7858","2026-01-31T14:27:37"
"data\Sound\Graveyard.lug",".lug","6762644","2026-01-31T14:27:28"
"data\Sound\Graveyard.met",".met","4408","2026-01-31T14:27:37"
"data\Sound\GRAVEYARD.ogg",".ogg","4489763","2026-01-31T14:27:28"
"data\Sound\GRAVEYARD_PASSAGE.ogg",".ogg","4430610","2026-01-31T14:27:28"
"data\Sound\GREATWOOD.ogg",".ogg","3246753","2026-01-31T14:27:28"
"data\Sound\Guild.lug",".lug","1606172","2026-01-31T14:27:28"
"data\Sound\Guild.met",".met","2581","2026-01-31T14:27:35"
"data\Sound\GUILD_DAY.ogg",".ogg","3984025","2026-01-31T14:27:28"
"data\Sound\GUILD_NIGHT.OGG",".ogg","4654844","2026-01-31T14:27:28"
"data\Sound\HangingTreePath.lug",".lug","2929488","2026-01-31T14:27:28"
"data\Sound\HangingTreePath.met",".met","2480","2026-01-31T14:27:35"
"data\Sound\HauntedHouse.lug",".lug","2044084","2026-01-31T14:27:28"
"data\Sound\HauntedHouse.met",".met","3182","2026-01-31T14:27:37"
"data\Sound\HOBBES_CAVE.ogg",".ogg","3885539","2026-01-31T14:27:28"
"data\Sound\HobbesCave.lug",".lug","1673544","2026-01-31T14:27:28"
"data\Sound\HobbesCave.met",".met","2887","2026-01-31T14:27:37"
"data\Sound\HOOK_COAST.ogg",".ogg","3322287","2026-01-31T14:27:28"
"data\Sound\HookCoast.lug",".lug","1961744","2026-01-31T14:27:28"
"data\Sound\HookCoast.met",".met","3628","2026-01-31T14:27:38"
"data\Sound\HookCoastVillage.lug",".lug","611564","2026-01-31T14:27:28"
"data\Sound\HookCoastVillage.met",".met","1578","2026-01-31T14:27:35"
"data\Sound\Ingame.lug",".lug","43152798","2026-01-31T14:27:28"
"data\Sound\Ingame.met",".met","433735","2026-01-31T14:27:28"
"data\Sound\Inn.lug",".lug","593072","2026-01-31T14:27:28"
"data\Sound\Inn.met",".met","2840","2026-01-31T14:27:39"
"data\Sound\INTERLUDE.ogg",".ogg","1087440","2026-01-31T14:27:28"
"data\Sound\Intro.ogg",".ogg","3301479","2026-01-31T14:27:28"
"data\Sound\KNOTHOLE_GLADE.ogg",".ogg","3359509","2026-01-31T14:27:28"
"data\Sound\KRAKEN_CHAMBER.ogg",".ogg","3883788","2026-01-31T14:27:28"
"data\Sound\KrakenWaterFlow.lug",".lug","158160","2026-01-31T14:27:39"
"data\Sound\KrakenWaterFlow.met",".met","158","2026-01-31T14:27:36"
"data\Sound\lake.lug",".lug","744944","2026-01-31T14:27:28"
"data\Sound\lake.met",".met","2699","2026-01-31T14:27:36"
"data\Sound\Lava.lug",".lug","568364","2026-01-31T14:27:28"
"data\Sound\Lava.met",".met","1636","2026-01-31T14:27:39"
"data\Sound\LOOKOUT_POINT.ogg",".ogg","4040190","2026-01-31T14:27:28"
"data\Sound\Lost_Bay.lug",".lug","902764","2026-01-31T14:27:28"
"data\Sound\Lost_Bay.met",".met","1655","2026-01-31T14:27:38"
"data\Sound\Lost_Bay_Shore.lug",".lug","193016","2026-01-31T14:27:38"
"data\Sound\Lost_Bay_Shore.met",".met","369","2026-01-31T14:27:40"
"data\Sound\night.lug",".lug","397804","2026-01-31T14:27:28"
"data\Sound\night.met",".met","1540","2026-01-31T14:27:36"
"data\Sound\Northern_Waste_Archons_Shrine.lug",".lug","708780","2026-01-31T14:27:28"
"data\Sound\Northern_Waste_Archons_Shrine.met",".met","530","2026-01-31T14:27:37"
"data\Sound\Northern_Waste_Foothills.lug",".lug","808756","2026-01-31T14:27:28"
"data\Sound\Northern_Waste_Foothills.met",".met","1100","2026-01-31T14:27:36"
"data\Sound\Northern_Waste_Necropolis.lug",".lug","947340","2026-01-31T14:27:28"
"data\Sound\Northern_Waste_Necropolis.met",".met","1379","2026-01-31T14:27:36"
"data\Sound\OAKVALE.OGG",".ogg","6704990","2026-01-31T14:27:28"
"data\Sound\OakvaleRaid.lug",".lug","1046720","2026-01-31T14:27:28"
"data\Sound\OakvaleRaid.met",".met","8269","2026-01-31T14:27:38"
"data\Sound\ocean.lug",".lug","744944","2026-01-31T14:27:28"
"data\Sound\ocean.met",".met","2699","2026-01-31T14:27:36"
"data\Sound\OrchardFarm.lug",".lug","2127540","2026-01-31T14:27:28"
"data\Sound\OrchardFarm.met",".met","4179","2026-01-31T14:27:38"
"data\Sound\OrchardFruitTrees.lug",".lug","6104212","2026-01-31T14:27:28"
"data\Sound\OrchardFruitTrees.met",".met","17419","2026-01-31T14:27:38"
"data\Sound\PicnicArea.lug",".lug","2243152","2026-01-31T14:27:28"
"data\Sound\PicnicArea.met",".met","5678","2026-01-31T14:27:36"
"data\Sound\Prison.lug",".lug","5944776","2026-01-31T14:27:28"
"data\Sound\Prison.met",".met","10474","2026-01-31T14:27:36"
"data\Sound\PRISON.ogg",".ogg","3932311","2026-01-31T14:27:28"
"data\Sound\QUEST_FAIL.ogg",".ogg","105947","2026-01-31T14:27:39"
"data\Sound\QUEST_WIN.ogg",".ogg","100312","2026-01-31T14:27:40"
"data\Sound\River.lug",".lug","538596","2026-01-31T14:27:28"
"data\Sound\River.met",".met","979","2026-01-31T14:27:39"
"data\Sound\shore.lug",".lug","1642216","2026-01-31T14:27:28"
"data\Sound\shore.met",".met","3058","2026-01-31T14:27:36"
"data\Sound\Snowspire.lug",".lug","1358556","2026-01-31T14:27:28"
"data\Sound\Snowspire.met",".met","2343","2026-01-31T14:27:39"
"data\Sound\TavernCellar.lug",".lug","904424","2026-01-31T14:27:28"
"data\Sound\TavernCellar.met",".met","822","2026-01-31T14:27:40"
"data\Sound\TEMPLE_OF_LIGHT.ogg",".ogg","2047112","2026-01-31T14:27:28"
"data\Sound\ThunderStorm.lug",".lug","1217552","2026-01-31T14:27:28"
"data\Sound\ThunderStorm.met",".met","1659","2026-01-31T14:27:40"
"data\Sound\village.lug",".lug","3615140","2026-01-31T14:27:28"
"data\Sound\village.met",".met","10835","2026-01-31T14:27:40"
"data\Sound\Waterfall.lug",".lug","109200","2026-01-31T14:27:39"
"data\Sound\Waterfall.met",".met","169","2026-01-31T14:27:38"
"data\Sound\WaterfallSmall.lug",".lug","296036","2026-01-31T14:27:28"
"data\Sound\WaterfallSmall.met",".met","1552","2026-01-31T14:27:40"
"data\Sound\Windmill.lug",".lug","932656","2026-01-31T14:27:28"
"data\Sound\Windmill.met",".met","2073","2026-01-31T14:27:38"
"data\Sound\Witchwood.lug",".lug","3312580","2026-01-31T14:27:28"
"data\Sound\Witchwood.met",".met","5202","2026-01-31T14:27:36"
"data\Sound\WITCHWOOD.ogg",".ogg","3073941","2026-01-31T14:27:28"
"data\Sound\woodland.lug",".lug","9575212","2026-01-31T14:27:28"
"data\Sound\woodland.met",".met","17348","2026-01-31T14:27:39"
"data\Tattoos\arms_base.bmp",".bmp","786488","2026-01-31T14:27:28"
"data\Tattoos\back_base.bmp",".bmp","786488","2026-01-31T14:27:28"
"data\Tattoos\chest_base.bmp",".bmp","786488","2026-01-31T14:27:28"
"data\Tattoos\Custom Tattoo Tutorial.txt",".txt","1151","2026-01-31T14:27:43"
"data\Tattoos\face_base.bmp",".bmp","786488","2026-01-31T14:27:28"
"data\Tattoos\legs_base.bmp",".bmp","786488","2026-01-31T14:27:28"
"data\tngdefinitions.xml",".xml","16974","2026-01-21T23:12:15"
"data\Video\1_Raid_On_Oak_Vale_Comp.txt",".txt","376","2026-01-31T14:27:36"
"data\Video\1_raid_on_oak_vale_comp.wmv",".wmv","21648969","2026-01-31T14:27:28"
"data\Video\10_Good_Epilogue_Comp_sisterkilled.txt",".txt","241","2026-01-31T14:27:39"
"data\Video\10_good_epilogue_comp_sisterkilled.wmv",".wmv","9422085","2026-01-31T14:27:28"
"data\Video\10_Good_Epilogue_Comp_sistersaved.txt",".txt","240","2026-01-31T14:27:38"
"data\Video\10_good_epilogue_comp_sistersaved.wmv",".wmv","9647371","2026-01-31T14:27:28"
"data\Video\2_Guild_Split_1_Comp.txt",".txt","225","2026-01-31T14:27:39"
"data\Video\2_guild_split_1_comp.wmv",".wmv","8541385","2026-01-31T14:27:28"
"data\Video\2_Guild_Split_2_Comp.txt",".txt","273","2026-01-31T14:27:37"
"data\Video\2_guild_split_2_comp.wmv",".wmv","9340129","2026-01-31T14:27:28"
"data\Video\3_Theresa_Flashback_Comp.txt",".txt","561","2026-01-31T14:27:35"
"data\Video\3_theresa_flashback_comp.wmv",".wmv","22181461","2026-01-31T14:27:28"
"data\Video\5_Wedding_Comp.txt",".txt","83","2026-01-31T14:27:39"
"data\Video\5_wedding_comp.wmv",".wmv","7558315","2026-01-31T14:27:28"
"data\Video\6_Arena_Mothers_Story_Comp.txt",".txt","279","2026-01-31T14:27:39"
"data\Video\6_arena_mothers_story_comp.wmv",".wmv","9954547","2026-01-31T14:27:28"
"data\Video\7_Prison_1_Comp.txt",".txt","264","2026-01-31T14:27:37"
"data\Video\7_prison_1_comp.wmv",".wmv","7865551","2026-01-31T14:27:28"
"data\Video\8_Prison_2_Comp.txt",".txt","151","2026-01-31T14:27:40"
"data\Video\8_prison_2_comp.wmv",".wmv","10835211","2026-01-31T14:27:28"
"data\Video\9_Evil_Epilogue_Comp_sisterkilled.txt",".txt","192","2026-01-31T14:27:40"
"data\Video\9_evil_epilogue_comp_sisterkilled.wmv",".wmv","9237765","2026-01-31T14:27:28"
"data\Video\9_Evil_Epilogue_Comp_sistersaved.txt",".txt","192","2026-01-31T14:27:40"
"data\Video\9_evil_epilogue_comp_sistersaved.wmv",".wmv","9217285","2026-01-31T14:27:28"
"data\Video\dragon_evil_mask.txt",".txt","130","2026-01-31T14:27:36"
"data\Video\dragon_evil_mask.wmv",".wmv","8316099","2026-01-31T14:27:28"
"data\Video\dragon_evil_no_mask.txt",".txt","172","2026-01-31T14:27:36"
"data\Video\dragon_evil_no_mask.wmv",".wmv","8316099","2026-01-31T14:27:28"
"data\Video\dragon_good_mask.txt",".txt","128","2026-01-31T14:27:40"
"data\Video\dragon_good_mask.wmv",".wmv","8316099","2026-01-31T14:27:28"
"data\Video\dragon_good_no_mask.txt",".txt","174","2026-01-31T14:27:36"
"data\Video\dragon_good_no_mask.wmv",".wmv","8316099","2026-01-31T14:27:28"
"data\Video\Dream_Sequence_Comp.txt",".txt","274","2026-01-31T14:27:36"
"data\Video\dream_sequence_comp.wmv",".wmv","11367733","2026-01-31T14:27:28"
"data\Video\exp_spend_decapitation.wmv",".wmv","1540837","2026-01-31T14:27:28"
"data\Video\exp_spend_health.wmv",".wmv","1000819","2026-01-31T14:27:28"
"data\Video\exp_spend_speed.wmv",".wmv","520801","2026-01-31T14:27:28"
"data\Video\exp_spend_stealth.wmv",".wmv","1440831","2026-01-31T14:27:28"
"data\Video\exp_spend_strength.wmv",".wmv","940819","2026-01-31T14:27:28"
"data\Video\exp_spend_tough.wmv",".wmv","960819","2026-01-31T14:27:28"
"data\Video\exp_spend_will.wmv",".wmv","900813","2026-01-31T14:27:28"
"data\Video\fable_attract_english.wmv",".wmv","15381909","2026-01-31T14:27:28"
"data\Video\gui_spell_assassin_rush.wmv",".wmv","580807","2026-01-31T14:27:28"
"data\Video\gui_spell_battle_charge.wmv",".wmv","580807","2026-01-31T14:27:28"
"data\Video\gui_spell_beserk.wmv",".wmv","1020819","2026-01-31T14:27:28"
"data\Video\gui_spell_divine_wrath.wmv",".wmv","2460861","2026-01-31T14:27:28"
"data\Video\gui_spell_drain.wmv",".wmv","920813","2026-01-31T14:27:28"
"data\Video\gui_spell_enflame.wmv",".wmv","580807","2026-01-31T14:27:28"
"data\Video\gui_spell_fireball.wmv",".wmv","1000819","2026-01-31T14:27:28"
"data\Video\gui_spell_force_push.wmv",".wmv","940813","2026-01-31T14:27:28"
"data\Video\gui_spell_ghostly_sword.wmv",".wmv","1500831","2026-01-31T14:27:28"
"data\Video\gui_spell_heal.wmv",".wmv","980819","2026-01-31T14:27:28"
"data\Video\gui_spell_lightning.wmv",".wmv","360801","2026-01-31T14:27:28"
"data\Video\gui_spell_multi_arrow.wmv",".wmv","940819","2026-01-31T14:27:28"
"data\Video\gui_spell_multistrike.wmv",".wmv","960819","2026-01-31T14:27:28"
"data\Video\gui_spell_shield.wmv",".wmv","900813","2026-01-31T14:27:28"
"data\Video\gui_spell_slow_time.wmv",".wmv","720807","2026-01-31T14:27:28"
"data\Video\gui_spell_summon.wmv",".wmv","1120819","2026-01-31T14:27:28"
"data\Video\gui_spell_turncoat.wmv",".wmv","2220855","2026-01-31T14:27:28"
"data\Video\gui_spell_unholy_power.wmv",".wmv","2280855","2026-01-31T14:27:28"
"data\Video\intro_comp.wmv",".wmv","43706583","2026-01-31T14:27:28"
"data\Video\lionhead_logo.wmv",".wmv","3134545","2026-01-31T14:27:28"
"data\Video\microsoft_logo.wmv",".wmv","2704435","2026-01-31T14:27:28"
"data\Video\summoning_the_ship.txt",".txt","156","2026-01-31T14:27:37"
"data\Video\summoning_the_ship.wmv",".wmv","6513811","2026-01-31T14:27:28"
"Eula.dll",".dll","73728","2026-01-31T14:27:41"
"eula.rtf",".rtf","959738","2026-01-31T14:27:28"
"Fable.exe",".exe","16666624","2026-01-31T14:27:28"
"Fable.exe.cat",".cat","0","2026-01-31T14:27:40"
"Fable.exe.cfg",".cfg","332","2026-01-31T14:27:40"
"FableGDF.dll",".dll","948224","2026-01-31T14:27:28"
"FableMod.Gfx.Log",".log","283","2026-07-01T14:21:20"
"FableScriptExtender.dll",".dll","5197824","2026-02-13T16:40:47"
"FSE\backups\20260213_164057\FableScriptExtender.dll.bak",".bak","4947968","2026-01-31T14:53:04"
"FSE\FableScriptExtender.log",".log","16603","2026-02-13T09:26:38"
"FSE\fse_api_manifest.json",".json","895368","2026-02-13T17:19:01"
"FSE\Master\FSE_Master.lua",".lua","675","2026-02-13T16:42:15"
"FSE\Master\FSE_Master.lua.bak",".bak","551","2026-02-13T09:25:24"
"FSE\MyPilgrimageQuest\Entities\PilgrimageBarrow.lua",".lua","930","2026-02-13T09:25:24"
"FSE\MyPilgrimageQuest\Entities\PilgrimageGuildMaster.lua",".lua","1423","2026-02-13T09:25:24"
"FSE\MyPilgrimageQuest\Entities\PilgrimageLookout.lua",".lua","930","2026-02-13T09:25:24"
"FSE\MyPilgrimageQuest\MyPilgrimageQuest.lua",".lua","10317","2026-02-13T09:25:24"
"FSE\MyTalkQuest\Entities\TalkNPC.lua",".lua","985","2026-02-13T16:42:15"
"FSE\MyTalkQuest\MyTalkQuest.lua",".lua","5818","2026-02-13T16:42:15"
"FSE\quests.lua",".lua","965","2026-02-13T16:42:15"
"FSE\quests.lua.bak",".bak","715","2026-02-13T09:25:24"
"FSE_Launcher.exe",".exe","246784","2026-01-31T14:53:05"
"Info.rtf",".rtf","31028","2026-01-31T14:27:40"
"Leame.rtf",".rtf","31028","2026-01-31T14:27:40"
"Leggimi.rtf",".rtf","31028","2026-01-31T14:27:40"
"Lisezmoi.rtf",".rtf","31028","2026-01-31T14:27:40"
"mgspid.dll",".dll","57344","2026-01-31T14:27:43"
"Mods.ini",".ini","33","2026-01-31T14:59:52"
"msvcp71.dll",".dll","499712","2026-01-31T14:27:28"
"msvcr71.dll",".dll","348160","2026-01-31T14:27:28"
"PidGen.dll",".dll","39424","2026-01-31T14:27:37"
"Readme.rtf",".rtf","31028","2026-01-31T14:27:40"
"SetupENU.dll",".dll","33792","2026-01-31T14:27:43"
"setupInc.idx",".idx","28097","2026-01-31T14:27:37"
"splash.exe",".exe","81920","2026-01-31T14:27:38"
"splashimage.bmp",".bmp","921656","2026-01-31T14:27:28"
"strings.dll",".dll","163840","2026-01-31T14:27:37"
"Support\DirectX9\Apr2005_d3dx9_25_x64.cab",".cab","1348242","2026-01-31T14:27:28"
"Support\DirectX9\Apr2005_d3dx9_25_x86.cab",".cab","1079850","2026-01-31T14:27:28"
"Support\DirectX9\Apr2005_MDX_x86.cab",".cab","911188","2026-01-31T14:27:28"
"Support\DirectX9\BDA.cab",".cab","703080","2026-01-31T14:27:28"
"Support\DirectX9\BDANT.cab",".cab","1156363","2026-01-31T14:27:28"
"Support\DirectX9\BDAXP.cab",".cab","976020","2026-01-31T14:27:28"
"Support\DirectX9\DirectX.cab",".cab","15493481","2026-01-31T14:27:28"
"Support\DirectX9\DSETUP.dll",".dll","72400","2026-01-31T14:27:36"
"Support\DirectX9\dsetup32.dll",".dll","2245328","2026-01-31T14:27:28"
"Support\DirectX9\dxnt.cab",".cab","13265040","2026-01-31T14:27:28"
"Support\DirectX9\DXSETUP.exe",".exe","480976","2026-01-31T14:27:28"
"Support\DirectX9\dxupdate.cab",".cab","66520","2026-01-31T14:27:36"
"user.ini",".ini","189","2026-01-31T14:27:39"
"userst.ini",".ini","856","2026-01-31T14:27:36"
