address	current_name	confidence	address_suffixed	category	comment
00c334d0	CTCHeroStats_GetVectorArraysIfInitialized	low	0	initializer-destructor	autoname-t6 [low]: caller SaveToFile; returns global 0x143bb58 masked by CTCHeroStats::InitializeVectorArrays result
00c336f0	Constraint_NotifyGlobalManager	low	0	semantic-logic	autoname-t6 [low]: caller AddConstraintRepeat; via global DAT_0143bb5c virtual-calls handler(+0x1d4/+0x1c) and object at +0x58
00c359e0	CExclusiveAssert_OnQuestItemUsed_Bool	low	0	thunk-stub-wrapper	autoname-t6 [low]: thin bool wrapper over CExclusiveAssert::OnQuestItemUsed; caller CCodaFrameStreamer_Initialize
00c362f0	CSBAgents_BuildAndDispatch_A	low	0	semantic-logic	autoname-t6 [low]: SEH frame constructs CSBAgents temp then virtual-calls +0x28 with it; no named caller
00c36e00	CSBAgents_BuildAndDispatch_SummonerLightning	low	0	field-accessor	autoname-t6 [low]: constructs CSBAgents temp and virtual-calls +0x28; caller CActionSummonerLightningAttackTarget::ExecuteAttackSequence
00c36fb0	CSBAgents_BuildAndDispatch_TavernGame	low	0	semantic-logic	autoname-t6 [low]: constructs CSBAgents temp and virtual-calls +0x28; caller CTCTavernGame_OnStateUpdate
00c37000	IntelligentPointer_BuildAndDispatchFloat	low	0	semantic-logic	autoname-t6 [low]: constructs CBaseIntelligentPointer temp, virtual-calls +0x28, returns float; caller Script_UpdateFloatVariable
00c37c40	CSBAgents_BuildAndDispatch_CreatureOpinion	low	0	initializer-destructor	autoname-t6 [low]: constructs CSBAgents temp and virtual-calls +0x28; caller CreatureOpinion_State::Constructor
00c3abf0	SubPrimitiveList_ConstructNodeA	low	0	initializer-destructor	autoname-t6 [low]: ctor sets vtable PTR_LAB_012b5578, self-ref this[1]=this+2, RedblackTree_NodeCtor; caller CSubPrimitiveList
00c3b180	SubPrimitiveList_ConstructNodeB	low	0	initializer-destructor	autoname-t6 [low]: ctor sets vtable PTR_LAB_012b5650, self-ref this[1]=this+2, RedblackTree_NodeCtor; caller CSubPrimitiveList
00c43de0	DrawAutoPickups_SelectAndDrawPrimitive	low	0	semantic-logic	autoname-t6 [low]: caller CDrawAutoPickups::OnVisibilityChange; picks element at this[0x15]+this[0x19]*4 or this[0x1e] then virtual-calls +0x20
00c43f80	Weapon_ProcessAnimFrameIfReady	low	0	semantic-logic	autoname-t6 [low]: caller Inventory_OnItemEquipped_ValidateWeaponExtended; if ShouldClearPrimitives and CreateAudioBuffer ok calls CCreatureAction_FireMissileWeapon::ProcessAnimFrame else ClearPrimit
00c44b50	InputEvent_CheckKeyAndGetFrames	low	0	field-accessor	autoname-t6 [low]: CInputEvent::GetKey at this+0x80; if param<key calls CCreatureActionBase::GetFramesRemaining
00c44dc0	FireballSpell_DispatchScaledDamage	low	0	field-accessor	autoname-t6 [low]: caller ~CTCShotDefinitionFireballSpell; CTCWeapon_GetDamageValue * CMouseCursor::Initialize, builds CSBAgents, virtual-calls +0x28 on this+0x50
00c592c0	Ctor_SetVtable_012b8f64	low	1	initializer-destructor	autoname-t6 [low]: Stores &PTR_LAB_012b8f64 into *this; minimal ctor/vtable setter
00c59570	Ctor_ZeroInit_012b8f64	medium	1	initializer-destructor	autoname-t6 [medium]: Sets vtable 012b8f64 then zero-fills 0x58 dwords and clears [0x59]/[0x5d]; constructor
00c61ce0	Getter_TripleDeref	low	0	field-accessor	autoname-t6 [low]: returns *(*(*param_1)); caller SetMiniMapRegionExitTextOffsetY, opaque chained accessor
00c62a30	StreamBuffer_AdvancePosition	low	0	semantic-logic	autoname-t6 [low]: *this += this[1]*param*2; caller CStreamBuffer_WriteData (advance by stride*count)
00c74f60	Ctor_Init_012bf074	low	1	initializer-destructor	autoname-t6 [low]: Sets vtable 012bf074 and clears this[1],this[2]; constructor
00c75400	Ctor_Init_012bf074_b	low	0	initializer-destructor	autoname-t6 [low]: Byte-similar ctor: sets vtable 012bf074 and clears this[1],this[2]
00c88e60	Audio_ProcessFilter4Channel	low	0	semantic-logic	autoname-t6 [low]: caller Audio_ProcessTriggerActivations; unrolled 4-channel float filter/resampler loop over param_5 samples with per-channel coeffs
00c8bae0	Script_GetEntryPointer	low	0	field-accessor	autoname-t6 [low]: caller Script_LoadAndInitialize; index/bounds check then returns base(+0x4c)+index*0x10 or fallback pointers
00c8c730	Batch_InvokeWithStackArgs_c8c730	low	0	semantic-logic	autoname-t6 [low]: Decomp corrupted by unreliable spacebase tracking (alloca/__chkstk); builds a variable stack array then invokes callback param_3, returns -0x83 when *(in_EAX+0x58)<=1; callee names
00c92f10	DSP_ComputeRunningMinEnvelope	low	0	semantic-logic	autoname-t6 [low]: __chkstk stack scratch; running min/max envelope over param_3 floats; called by FFT_InitializeWaveform path
00c93080	FFT_ComputeWaveformEnvelope	low	0	semantic-logic	autoname-t6 [low]: caller FFT_InitializeWaveform; calls DSP running-envelope helper FUN_00c92f10 then clamps segment maxima
00c93b30	Audio_ApplyGainTableToBuffer	low	0	semantic-logic	autoname-t6 [low]: caller CPlayer::ProcessAudioFrame; multiplies samples by gain from table DAT_013a3948 indexed per-sample, zero-fills tail
00c94190	Audio_ComputeClampedPosition	low	0	semantic-logic	autoname-t6 [low]: caller Audio_FlushBuffer; float position from sample counts clamped to floor _DAT_012bf314
00c942b0	Audio_ComputeLog2WeightedCoeff	low	0	semantic-logic	autoname-t6 [low]: caller Audio_ProcessWeightedCoefficients; bit-length(log2) of index range picks table entries DAT_013a3d48/DAT_013a3948 scaled by param_1
00c9cb60	Math_ComputeByteChunkCount	low	0	semantic-logic	autoname-t6 [low]: arithmetic n + n/255 + 1 (255-byte chunk count); called by CLandscapeBackgroundDynamicBuildTemplate::UpdateTerrainGrid, no other context
00c9e4a0	Audio_CheckBufferRegionActive	low	0	semantic-logic	autoname-t6 [low]: caller Audio_FlushBuffer; computes sample region and returns 1 if overlaps active grid cell (+0xac / grid at +0xa0)
00c9f8c0	Mesh_BlendMorphStreams	low	0	semantic-logic	autoname-t6 [low]: Dispatches per vertex-stream via PTR_DAT_013a3dc8 table by type, applies threshold-based add/subtract of float pairs (_DAT_0122dedc), finalizes with Mesh_ComputeDetailLOD; mesh mor
00ca5e70	CritSec_GetDividedValue_Locked	low	0	field-accessor	autoname-t6 [low]: Under lock, __alldiv of 64-bit *(this+0x48/0x4c) by (*(this+0x44)-1) into *param2; locked computed getter, else writes 0
00ca8610	COM_QueryInterface_012a9a24	medium	1	semantic-logic	autoname-t6 [medium]: Calls param2->vf0x24 then param2->vf0(QueryInterface for IID DAT_012a9a24) into this+0x9c; returns 0x80040208 on id mismatch
00ca86d0	Com_CreateWithFallback	low	0	semantic-logic	autoname-t6 [low]: COM create pattern: vf0xc alloc, vf0x3c bind, vf0x10 activate; on failure Releases and retries via this->vf0x48 fallback path
00ca8d50	Enumerate_QueryInterface_012a9a24	low	1	semantic-logic	autoname-t6 [low]: Loops count=obj->vf0x18, per item obj->vf0x1c(i)->+0xc, checks type==1, QueryInterface(DAT_012a9a24), Releases; returns whether any matched
00ca9c80	Object_AcquireField26	low	0	field-accessor	autoname-t6 [low]: Calls this->vf0x38(this[0x27],&this[0x26]); on success and this[10]+0x14!=0 AddRefs this[0x26] via vf0x14
00ca9ec0	GetVectorFields_Locked	low	0	initializer-destructor	autoname-t6 [low]: Under lock (this+4, or none if this==0xc) copies fields 0x2c/0x34/0x38/0x3c into param2[0..3]; locked 4-field getter
00caa040	GetBufferOffset_Locked	low	0	field-accessor	autoname-t6 [low]: Under lock computes *param2 = (*(this+0x2c) - *(this+0x30)) + *(this+0x20); locked offset/position getter
00cdb550	Alloc_Struct0x24_cdb550	low	0	allocator-wrapper	autoname-t6 [low]: Clears *param1, malloc(0x24), stores into *param1; allocates a 0x24-byte struct
00e245e0	StringList_FindDuplicateEntry	low	0	initializer-destructor	autoname-t6 [low]: iterates two node lists comparing CBasicString::Compare, toggles flag at this+0x5f, uses vector_pop_back_shift; dedup/scan logic
00e7f7d0	GetFloatTableEntryByIndex	low	0	field-accessor	autoname-t6 [low]: caller GenerateCompetitionEntry; returns float from *(DAT_0143e90c+0x5d0) table at index (this+100)+1 (wraps -1 to 1)
00e83920	ScriptThingContext_Construct_A	low	0	initializer-destructor	autoname-t6 [low]: __thiscall ctor: vtable PTR_vector_deleting_destructor_012eb0f8, CScriptThing ctor, 2x CCharString, virtual-call +0x15c on global
00ed7d50	ScriptThingContext_Construct_B	low	0	initializer-destructor	autoname-t6 [low]: __thiscall ctor: vtable PTR_vector_deleting_destructor_012f3494, CScriptThing ctor, 3x CCharString
00ee91e0	Script_MakeThingsSpeakNumbered	low	0	semantic-logic	autoname-t6 [low]: Iterates allocated areas, builds int-string via GFIntToCharString, calls Speak per thing while thread not terminating; numbered crowd-speak routine
01229370	GlobalDtor_Free_013ba8ec	medium	1	initializer-destructor	autoname-t6 [medium]: atexit-style: if DAT_013ba8ec!=0 free it; global cleanup destructor
01229630	GlobalDtor_Free_013bac20	medium	1	initializer-destructor	autoname-t6 [medium]: atexit-style: if DAT_013bac20!=0 free it; global cleanup destructor
0122a2f0	DynamicInit_013bb6a4	medium	1	initializer-destructor	autoname-t6 [medium]: Dynamic initializer copying a value into global DAT_013bb6a4 via _Cons_val
0122ad60	GlobalDtor_Free_014377f0	medium	1	initializer-destructor	autoname-t6 [medium]: atexit-style: if DAT_014377f0!=0 free it; global cleanup destructor
0122adb0	GlobalDtor_Free_0143b978	medium	1	initializer-destructor	autoname-t6 [medium]: atexit-style: if DAT_0143b978!=0 free it; global cleanup destructor
0132d470	InvalidDecode_HaltStub	low	0	invalid-boundary	autoname-t6 [low]: caller ConstructPCMagicList; decoder hit bad instruction data, ends in halt_baddata (misdisassembled/garbage)
