host_addr	host_name	host_len_raw	host_len_trimmed	gap_addr	gap_len	gap_bytes
0040e9d0	_Copy_impl<CActionInputControl*,CActionInputControl*>	125	72	0040ea20	45	85c974288b0289018b42048941048b42088941088b420c89410c8b42108941108b42148941148b5218895118c3
0040ea70	_Fill_n<unsigned_long*,unsigned_int,unsigned_long>	67	34	0040eaa0	19	c20400ccccccccccccccccccccccccccc20400
0040eac0	_Fill<std::pair<float,CSubtitledMessage::CCameraTag>*,std::pair<float,class_CSubtitledMessage::CCameraTag>_>	154	70	0040eb10	74	32c0c3cccccccccccccccccccccccccc32c0c3cccccccccccccccccccccccccc8b018b510883c0043bc28901751b8b410c83c00489410c8b0089410405800000008941088b41048901c3
0040eb60	_Copy_backward<std::pair<CCharString,C3DDummyObject>*,std::pair<class_CCharString,class_C3DDummyObject>*>	225	73	0040ebb0	145	8bc22bc1c1f80285c07e198bc88b442404568b72fc83ea0483e80449893075f25ec20c008b442404c20c00cccccccccc32c0c3ccccccccccccccccccccccccccc3ccccccccccccccccccccccccccccccc3cccccccccccccccccccccccccccccc8b4424048b088b542408568b3233c03bce0f95c05ec3ccccccccccccccccccccc3ccccccccccccccccccccccccccccccc3
0040ec50	`vector_deleting_destructor'	184	30	0040ec70	152	32c0c3cccccccccccccccccccccccccc32c0c3cccccccccccccccccccccccccc3bd18b4424047413568bf22bf1565150e841fe7e0083c40c03c65ec20800cccc8b4424042bd185d27e0d52512bc250e822fe7e0083c40cc20800cccccccccccc8bc133d2b9010000008910895004c7400800008040c7400c0000404089501089501488481889481c89482089482489482889482c895030c3
0040ed10	GetDirection	663	144	0040eda0	519	56578b7c240c8bf18b063b077523538bcfe85affffff8bce8bd8e851ffffff3bc35b750d578bcee8e46fffff5f5ec204005f32c05ec20400cccccccccccccccc8b4424048b0085c0750433d2eb038b500485c07507b8f4aa2901eb028b008b0985c9751852b9f4aa29015051e8e7fc7e0083c40cf7d81bc040c204008b09525051e8d2fc7e0083c40cf7d81bc040c20400cccccccccccccccccccccccccccccc578b3985ff750433c0eb038b47048b4c24088b0985c9750433d2eb038b51042bc2786685c95356bef4aa290174028b3185ffb9f4aa290174028b0f03c18d49008a108a1e8aca3ad3752b84c974168a50018a5e018aca3ad3751b83c00283c60284c975dc33c033c985c05e0f94c15b8ac15fc204001bc083d8ff33c985c05e0f94c15b8ac15fc2040032c05fc20400cc8b4124c3cccccccccccccccccccccccc8b411cc3cccccccccccccccccccccccc8b411cc3cccccccccccccccccccccccc8b4128c3cccccccccccccccccccccccc8b814c610100c3cccccccccccccccccc8b4114c3cccccccccccccccccccccccc518b4104568d700433c07c497f0485f6724385c07f3f7c0881feffffff7f77358b511483fa047c218b410c578b38897c2408d944240883c00483c2fc5f89710489410c8951145e59c36a048d44240850e81b4d5800d94424045e59c3cccccccc8b4160c3cccccccccccccccccccccccc8b81f8000000c3
0040f020	LowerBound	126	60	0040f060	62	8b4138c3cccccccccccccccccccccccc8b4c240483e11fb801000000d3e0c3cc8b442404c1e8058b0481c20400cccccc8b0d60873b0133c085c90f95c0c3
0040f110	operator[]	94	12	0040f120	78	8b018b4c24048d0488c20400cccccccca128aa3c01c3cccccccccccccccccccc8b018b4c24048d0488c20400cccccccc8b018b4c24048d0488c20400cccccccc8b4424048b116bc01c03c2c20400
0040f230	_Dest_val<std::allocator<CIVCountedPointer<N3DPrimitive::CTriangleList>_>,CIVCountedPointer<N3DPrimitive::CTriangleList>_>	54	27	0040f250	22	8b01f7d81bc02570d84000c3cccccccca190873b01c3
0040f290	_Dest_val<std::allocator<CIVCountedPointer<N3DPrimitive::CTriangleList>_>,CIVCountedPointer<N3DPrimitive::CTriangleList>_>	35	27	0040f2b0	3	8b01c3
0040f2c0	OnReadFinished	206	14	0040f2d0	190	8b0185c0740750e838f77e0059c3cccc8b442404c20400cccccccccccccccccc8bc133c98908894804894808c20400cc5633c08bf1578b7c240c3bf88906894604894608740e8bc7c1e00450e8edf67e0083c404c1e70403f8897e0889068946045f8bc65ec20800cccccccccccccccc8b0185c0740750e8c8f67e0059c3cccc8b0185c0740750e8b8f67e0059c3cccc8b01c3cccccccccccccccccccccccccc8b41102b01f7d81bc040c3cccccccccc8b0185c0740750e888f67e0059c3
0040f390	Buffer_RellocateAndUpdateWritePointer	219	58	0040f3d0	155	8b0185c0740750e838f67e0059c3cccc8b0185c0740750e828f67e0059c3cccc8bc18b4c24088908c20800cccccccccc8bc18b4c24088908c20800cccccccccc8bc18b4c24088908c20800ccccccccccc3cccccccccccccccccccccccccccccc8bc18b4c24088908c20800cccccccccc8bc18b4c24088908c20800cccccccccc8bc133c9890889480489480889480cc38bc18b4c24088908c20800
0040f560	OnKill	66	48	0040f590	18	8d442404508b44240850e8d1ebffffc20400
0040f5e0	_Copy_impl<C2DLineF*,C2DLineF*>	196	56	0040f620	132	2bd1c1fa0285d2568b7424087e1b53578bf92bfe8bda8d0437508bcee88fc1580083c6044b75ef5f5b8bc65ec20800cc6a008d442408508b44240c50e86fecffffc20800cccccccccccccccccccccccc8b4424042bd1c1fa0285d27e0f2bc8568b3401893083c0044a75f55ec20800cc6a008d442408508b44240c50e8afecffffc20800
0040f6b0	CString_FillRange	292	218	0040f790	68	8bc18b4c2404c700e0df2201894804c20400cccccccccccccccccccccccccccc518b41048b4c240c8b5424085051528d4c240cc744240c00000000e81000000059c20800
0040f7e0	TransferIn	192	135	0040f870	48	518b4904d90183ec08ba06000000dd1c248d4c2408e8261059008b4c240c50e80cf858008d0c24e844f2580059c20800
0040f8a0	TransferBinaryIn	300	129	0040f930	156	8bc18b4c2404c70004e02201894804c20400cccccccccccccccccccccccccccc8b542408568b71048b4c24088d44240c50e82a2c5d008b4c240c890e5ec20800518b41048b088d1424890c248b4c2408528b542410e8d62b5d0059c20800cccc8bc18b4c2404c70010e02201894804c20400cccccccccccccccccccccccccccc8b41048b48042b08b893244992f7e903d1c1fa048bc2c1e81f03c2c3
0040fa20	TransferOut	421	287	0040fb40	133	8bc18b4c2404c70044e02201894804c20400cccccccccccccccccccccccccccc8b49048b41042b01c1f802c3cccccccc8b41048b542408568b308d4c240c518b4c240ce8082a5d008b5424108b44240c8904965ec20c00cccccccccccccccccc8b41048b54240c8b088b04918b5424088d4c240c518b4c240889442410e89e295d00c20c00
0040fbf0	CWideString_FillBackward	84	49	0040fc30	20	6a008d442408508b44240c50e88fedffffc20800
0040fd40	GFSerialiseVectorBinaryOut<float>	277	55	0040fd80	213	56578b7c240c8b078bf18b0e3bc8741f85c97410ff490475058b01ff5004c706000000008b0785c089067403ff40045f5ec20400cccccccccccccccccccccccc56578b7c240c8b078bf18b0e3bc8741f85c97410ff490475058b01ff5004c706000000008b0785c089067403ff40045f5ec20400ccccccccccccccccccccccccc20400ccccccccccccccccccccccccccc20400cccccccccccccccccccccccccc8b4424040fb600538ad88afb558be956578bf28bce8bc3c1e010668bc3c1e9028bfdf3ab8bca83e103f3aa5f8d042e5e5d5bc20800
0040ff80	_Copy_impl<std::pair<float,CSubtitledMessage::CCameraTag>*,std::pair<float,class_CSubtitledMessage::CCameraTag>*>	410	74	0040ffd0	330	6a008d442408508b44240c50e87febffffc20800cccccccccccccccccccccccc8d442404508b44240850e8c1eaffffc20400cccccccccccccccccccccccccccc8b442404568bf22bf1c1fe0285f67e108bca2bc88b5401fc83e8044e891075f45ec20800cccccccccccccccccccccccc3bd18b4424047413568bf22bf1565150e891ea7e0083c40c03c65ec20800ccccc20400ccccccccccccccccccccccccccc20400ccccccccccccccccccccccccccc20400ccccccccccccccccccccccccccc20400cccccccccccccccccccccccccc8bc18b088b500883c1043bca8908751c8b480c83c10489480c8b0989480481c1800000008948088b48048908c3cccccce93bb45800cccccccccccccccccccccc3bd18b4424047413568bf22bf1565150e8f1e97e0083c40c03c65ec20800cccc8b4424042bd185d27e0d52512bc250e8d2e97e0083c40cc20800
00410120	TransferBinaryIn	831	468	00410300	351	8b4424048b4c240850e812feffffc20800cccccccccccccccccccccccccccccc8b4128f7d81bc02570d84000f7d81bc0f7d8c3cccccccccccccccccccccccccc8b4104568b31578b7c240c8b178b4f042bc62bcad1f8d1f93bc17519505256e8fc38ffff83c40c85c0750a5fb8010000005ec204005f33c05ec20400cccccccc8b018b4c24048b093bc17505b001c2040085c0743985c974358b108b4004568b318b49042bc22bced1f8d1f93bc17518505652e8a838ffff83c40c85c07509b8010000005ec2040033c05ec2040032c0c20400cccccccccccccccccccccccccc56578b7c240c578bf1e832ecffff8b76043bc674068b0f3b087d028bc65f5ec20400cccccccccccccccccccccccccccc8b542404568bf18bca83e11fb801000000d3e0c1ea058b0c965e23c1f7d81bc0f7d8c20400cccccccccccccccccccccc8b018b51042bd075028bc1c3cccccccc8bc133c98908894804894808c20400
00410460	std_vector_C2DLineF_Copy	239	87	004104c0	143	8b41102b01f7d81bc040c3cccccccccc8b01c3cccccccccccccccccccccccccc8b0185c0740750e828e57e0059c3cccc5633c08bf1578b7c240c3bf8890689460489460874108d04bd0000000050e8fbe47e0083c4048d0cb889068946045f894e088bc65ec20800cccccccccccccccc8bc133c98908894804894808c20400cc8bc133c98908894804894808c20400
00410550	MemoryPool_AdvancePointer	194	67	004105a0	114	5633c08bf1578b7c240c3bf88906894604894608740957e852e47e0083c404890689460403c78946085f8bc65ec208008bc133c98908894804894808c20400cc33c0568bf1890689460489460889460c89461089461489461889461c8946208946248b44240c50e894eeffff8bc65ec20800
00410890	GetDef<CThingPhysicalSwitchDef>	260	108	00410900	148	c3ccccccccccccccccccccccccccccccc3cccccccccccccccccccccccccccccc8b4424040fb600538ad88afb558be956578bf28bce8bc3c1e010668bc3c1e9028bfdf3ab8bca83e103f3aa5f8d042e5e5d5bc20400cccccccccccccccccccccc8b44240485c05674106bc01c50e89ce07e0083c4048bf0eb0233f68b5424108b4c240c8d4424085056e8c2f2ffff8bc65ec20c00
00410d80	bitset_advance_iterator	93	48	00410db0	45	568d71448d442408508bcee860e2ffff8b76043bc6740f8b4c24083b087c078b40045ec204008b46045ec20400
00410de0	std::bitset::test	238	63	00410e20	174	8b0185c0740750e8e8db7e0059c3cccc538b5c24085533c03bd8568bf189068946045789460874108d049d0000000050e8b9db7e0083c4048d0c98894e088d4c24148906894604e864a0580085db8b3e8be8761285ff7408558bcfe8a0a8580083c7044b75ee8d4c2414897e04e87ea658005f8bc65e5d5bc20400cccccccccc8bc133c98908894804894808c20400cc8bc133c98908894804894808c20400cc8b0185c0740750e848db7e0059c3
00410ed0	Std_Deque_PopFront_ChunkBased	94	67	00410f20	14	8b0185c0740750e8e8da7e0059c3
00410f30	Buffer_AllocateAndZero	222	77	00410f80	142	8bc133c98908894804894808c20400cc8b442404568b7104578b7c24102bf7c1fe0285f68bd07e142bf853eb038d49008b1c17891a83c2044e75f55b5f8951045ec20800cccccccccccccccccccccccc33c0568bf1890689460489460889460c89461089461489461889461c89462050894624e8a8e4ffff8bc65ec20400cccc8b0185c0740750e808da7e0059c3
004110d0	CString_FillRange	382	289	00411200	78	c3ccccccccccccccccccccccccccccccc3ccccccccccccccccccccccccccccccc3ccccccccccccccccccccccccccccccc3cccccccccccccccccccccccccccccc8b0185c0740750e8c8d77e0059c3
004115a0	operator==	131	88	00411600	35	56578bfa8bf13bf774148d9b000000008bcee8f99e580083c6043bf775f25f5ec20400
00411630	Std_Deque_Resize_WithGap	396	318	00411770	76	8b54241483ec108bc489108b5424288950048b54242c8950088b54243089500c8b54241483ec108bc489108b5424288950048b54242c8950088b5424308d4c243489500ce8c7f5ffffc22000
004117c0	Std_Vector_Insert_Range	334	243	004118c0	78	8b4424043d120100008bd172126868e02201e81bd27e0083c404e80dd27e008bc85683e11fbe01000000d3e6c1e805857482200f95c05ec20400cccccccccccc8b0185c0740750e808d17e0059c3
00411910	Buffer_AllocateAndZero	110	77	00411960	30	8b0185c0740750e8a8d07e0059c3cccc8b0185c0740750e898d07e0059c3
00411980	SetParentColour	134	37	004119b0	86	8bc133c98908894804894808c3cccccc8b0185c0740750e848d07e0059c3cccc8b0185c0740750e838d07e0059c3cccc56578b7c240c6a008d4424108bf18b56048b4c24145057e8d4c8ffff8946048bc75f5ec20800
00411b00	vector_push_back_copy	129	38	00411b30	81	e99bf5ffffcccccccccccccccccccccc8b0185c0740750e8c8ce7e0059c3cccc8b0185c0740750e8b8ce7e0059c3cccc56578bfa8bf13bf774148d9b000000008bcee89999580083c6043bf775f25f5ec3
00411b90	std_vector_assign	534	323	00411ce0	198	51f64138407439568d71448d442404508bcec7442408c6000000e821d3ffff8b76043bc674088138c60000007e028bc68b48048b54240c890ab0015e59c2040032c059c20400cccccccccccccccccccc8b54241483ec108bc489108b5424288950048b54242c8950088b54243089500c8b54241483ec108bc489108b5424288950048b54242c8950088b5424308d4c243489500ce807f0ffffc22000cccccccc8b411c8b5124562b4120c1f8022bd08b4424088d70013bf25e76086a0050e88df8ffffc20400
004120c0	`vector_deleting_destructor'	110	67	00412110	30	8bc133c98908894804894808c3cccccc8b0185c0740750e8e8c87e0059c3
00412130	ResetRings	158	49	00412170	94	53568bd98b33578b7b043bf774108bff8bcee88993580083c6043bf775f28b1b85db740953e87ac87e0083c4045f5e5bc3cccccccccccccccccccccccccccccc51568bf18b4e048b066a008d54240b52508bd1e808c1ffff8946045e59c3
00412210	FreeBuffer	190	150	004122b0	30	51568bf18b4e048b066a008d54240b52508bd1e888c0ffff8946045e59c3
004127e0	Std_Deque_PushBack_ChunkAlloc	149	101	00412850	37	e95bf5ffffcccccccccccccccccccccce9abf6ffffcccccccccccccccccccccce99bf9ffff
004128a0	Vector_PushBack	204	59	004128e0	140	8b41048b115052e864fbffffc3cccccc8b41043b4108742785c0741c8b542404568b3289308b72048970048b72088970088b520c89500c5e83410410c204006a016a018d54240c528b5424105250e88dfbffffc20400cccccccccccccccccccc33c0568bf1890689460489460889460c89461089461489461889461c89462050894624e838cbffff8bc65ec3
00412970	EventScanStart	117	64	004129b0	53	e92bfdffffcccccccccccccccccccccc8b51188b411083ea043bc2741385c074088b5424048b12891083411004c20400e9fbfdffff
00412aa0	_Umove<EWeaponClass*>	91	52	00412ae0	27	518b5424088d04245052c744240800000000e859ffffff59c20400
00412b70	Std_Vector_Resize	149	101	00412be0	37	8b51188b411083ea043bc2741385c074088b5424048b12891083411004c20400e9dbfbffff
00412f60	Uninitialise	45	5	00412f70	29	8b442404894108c20400cccccccccccc8a44240488810c020000c20400
00413200	C3DAnimationUtil	37	18	00413220	5	e9eb715800
00413230	`vector_deleting_destructor'	72	30	00413250	40	8bc183c9ffba000080bf890889500489480889480c89481089501489481889481c894820894824c3
00413280	list<CMessageEvent_const*,std::allocator<CMessageEvent_const*>_>	139	15	00413290	123	83c108e948b85800cccccccccccccccc8b01c3cccccccccccccccccccccccccc8b1133c085d20f94c0c3cccccccccccc8b01c3cccccccccccccccccccccccccc8b1133c085d20f94c0c3cccccccccccc8b01c3cccccccccccccccccccccccccc85c974068b016a01ff10c3cccccccccc85c974068b016a01ff10c3
00413350	_Dest_val<std::allocator<CCountedPointer<QuadricOptimiserInternals::COptimisedPrimitive>_>,CCountedPointer<QuadricOptimiserInternals::COptimisedPrimitive>_>	65	53	00413390	1	c3
004133a0	`vector_deleting_destructor'	222	30	004133c0	190	568b74240883c108518bcee860b858008bc65ec20400cccccccccccccccccccc8a4114c3cccccccccccccccccccccccc8b442404c70101000000894104c204008b442404c70104000000894104c204008b442404c70103000000894104c204008b442404c70103000000894104c204008b442404c70101000000894104c204008b442404c70104000000894104c204008b442404568bf1508d4e04c706b0e52201e8cab758008bc65ec20400ccccccccc701b0e5220183c104e962b65800
00413480	`vector_deleting_destructor'	158	39	004134b0	110	8bc1c3ccccccccccccccccccccccccccc3ccccccccccccccccccccccccccccccc3ccccccccccccccccccccccccccccccc3ccccccccccccccccccccccccccccccc3cccccccccccccccccccccccccccccc8bc1c20400cccccccccccccccccccccc8b4424048b116bc01c03c2c20400
00413590	Reset	368	103	00413600	256	c20400cccccccccccccccccccccccccce9cbb45800cccccccccccccccccccccc8b4424048b0085c07507b8f4aa2901eb028b008b0985c97517b9f4aa29015051e863b57e0083c408f7d81bc040c204008b095051e84fb57e0083c408f7d81bc040c20400cccccccccccccccccccccccc8bc18b4c2404c70003000000894804c20400cccccccccccccccccccccccccccc8bc18b4c2404c70001000000894804c20400cccccccccccccccccccccccccccc8bc18b4c2404c70004000000894804c20400cccccccccccccccccccccccccccc8b442404568bf1508d4e04c706b0e52201e84ab558008b4c240cc706c8e52201c7460803000000894e0c8bc65ec20800
00413700	?GetTypeAsString@CConsoleVariable@@EBE?AVCCharString@@XZ	128	25	00413720	96	8b442404568bf1508d4e04c706b0e52201e8fab458008b4c240cc706c8e52201c7460804000000894e0c8bc65ec208008b442404568bf1508d4e04c706b0e52201e8cab458008b4c240cc706c8e52201c7460801000000894e0c8bc65ec20800
00413780	`vector_deleting_destructor'	327	39	004137b0	279	8b44240485c0740750e856b27e0059c20800cccccccccccccccccccccccccccc8bc18b4c24088908c20800cccccccccc8b44240485c0740750e826b27e0059c20800cccccccccccccccccccccccccccc8b0183ec0883c008508d4c2404e81eb458008d4c2404518d4c2404e860ac580050b968863b01e8a57f58008d4c2404e8dc7c58008d0c24e8a4b2580083c408c38b0183ec0883c008508d4c2404e8deb358008d4c2404518d4c2404e820ac580050b96c863b01e8657f58008d4c2404e89c7c58008d0c24e864b2580083c408c3518b018a4814a168aa3c0185c0880c2475246a2ce881b17e0083c40485c074098bc8e879ca5d00eb0233c050b968aa3c01e8dafcffff8b14248b0d68aa3c0152e87bc85d0059c3
00414ce0	Get	243	66	00414d30	163	c20400cccccccccccccccccccccccccc56578bfa8bf13bf774148d9b000000008bcee8899d580083c6043bf775f25f5ec20400cccccccccccccccccccccccccc8bc133c98908894804894808c20400cc8b0185c0740750e8889c7e0059c3cccc8b0185c0740750e8789c7e0059c3ccccc3cccccccccccccccccccccccccccccc56578bfa8bf13bf774148d9b000000008bcee8199d580083c6043bf775f25f5ec20400
00414de0	CIndexBuffer	30	15	00414df0	14	8b0185c0740750e8189c7e0059c3
00414e30	CStringParser::ConstructorInitialize	110	88	00414e90	14	8b0185c0740750e8789b7e0059c3
00414ea0	ResetRings	77	49	00414ee0	13	8bc133c98908894804894808c3
00414fc0	`scalar_deleting_destructor'	140	61	00415000	76	8b442404568bf1508d4e04c706b0e52201e81a9c58008b4c2410c70638e622018b11528d4e08e8056b5d008b44240c894614c7065ce622018bc65ec20c00cccc8bc18b4c2404ff5014c20400
00415830	_Dest_val<std::allocator<CIVCountedPointer<N3DPrimitive::CTriangleList>_>,CIVCountedPointer<N3DPrimitive::CTriangleList>_>	84	27	00415850	52	56578b7c240c8b078bf18b0e3bc8741f85c97410ff490475058b01ff5004c706000000008b0785c089067403ff40045f5ec20400
00415890	GetDef<CHeroPostcardGeneratorDef>	130	104	00415900	18	c701b0ec2201c74104a4ec2201e9ee495800
00415940	`vector_deleting_destructor'	81	43	00415970	33	8bc133c9894820894824894828c3cccc518d0424506a04e864bf5d008b042459c3
004159b0	CGameEvent	35	27	004159d0	3	8b01c3
004159e0	AddUBYTE	128	15	004159f0	112	d9442404d9e1c20400cccccccccccccc8b01c3ccccccccccccccccccccccccccd9442404d9e1c3cccccccccccccccccca190aa3c01c3cccccccccccccccccccc8bc1c70000000000c7400400000000c38a8162260000c3cccccccccccccccccc8bc1c70000000000c7400400000000c3
00415a60	CInterpolationInfo	288	43	00415a90	240	a150553701c3cccccccccccccccccccc8b813c610100c3cccccccccccccccccc8b4168c3cccccccccccccccccccccccc8bc133c9890889480489480889480c894810c3cccccccccccccccccccccccccc8b4134c3cccccccccccccccccccccccc8a442404888140010000c20400cccccc8a81a4000000c3cccccccccccccccccc8bc133c9890889480489480889480cc38bc1c3cccccccccccccccccccccccccc8bc1c700ffffffffc3ccccccccccccccc3cccccccccccccccccccccccccccccc51d93c248b042425fffeffff0d00020000890424d92c2459c3cccccccccccccc51d93c24812424fff3ffffd92c2459c3
00415b80	CNavigationLayer	71	48	00415bb0	23	8b4424048b5424088981f00000008991f4000000c20800
00415c30	CDiskFileWin32	307	30	00415c50	275	8d412cc3ccccccccccccccccccccccccd981d4010000c3cccccccccccccccccc8b5424088bc18b4c240489088b4c240c895004894808c7400c00000000c20c008a4138c3cccccccccccccccccccccccc8a4139c3ccccccccccccccccccccccccc70110ed2201c3ccccccccccccccccccb001c3cccccccccccccccccccccccccc8b442404c70000000000c7400400000000c74008b81e1dc1c20400cccccccccc8b44240433c98908894804894808c20800ccccccccccccccccccccccccccccccf644240401568bf1c70610ed2201740956e8968c7e0083c4048bc65ec20400cc8bc1c70010ed2201c3cccccccccccccc8b410cc3ccccccccccccccccccccccccd94118c3cccccccccccccccccccccccc8bc1c3
00415dd0	operator_class_CCharString	71	25	00415df0	39	8b01c3cccccccccccccccccccccccccc8b01c3cccccccccccccccccccccccccc8a819c000000c3
00415e50	C3DAnimationUtil	23	18	00415e62	5	e9a9455800
00415e83	CMainGameComponent::OnPreDeviceReset	2	1	00415e84	1	c3
00416225	DrawGetEnvironment	12	4	00416229	8	dd4158c3dd4160c3
00416231	GetCurrentGameTime	39	13	0041623e	26	db0550553701d83dd8de2201dc7c2404c20800d905dcde2201c3
004162b5	UpdateRegular	164	119	0041632c	45	d944240c8b492883ec0cd95c2408d9442414d95c2404d9442410d91c24e852e80100c20c008b4928e977e60100
00416359	DrawGetEnvironment	12	4	0041635d	8	8b4928e9abe60100
00418dca	CMainGameComponent	498	294	00418ef0	204	c7017ced2201c38b49048b016a00ff74240cff74240cff5010b001c208008bc1c70084ed2201c38bc18b4c24048908c204008b01c38b01c38bc18b4c24048908c204008b01c38b01c38bc18b4c24048908c204008b01c38b01c38b01f7d81bc025478f4100c38bc18b4c24048908c204008b01c38bc183200083600400c38bc183200083600400c38bc183200083600400c38b01c38b01c38bc18b4c24048b1185d289107403ff4204c204008b41042b016a149959f7f9c38b41042b01c1f803c38bc1832000c204008b01c3
00418fbc	CCountedPointer<CBankFileAsyncEntry>	122	25	00418fd5	97	8bc1c3c38b4424048b10568b31893089115ec204008b4424048b10568b31893089115ec204008b4424048b10568b31893089115ec204008b4424048b10568b31893089115ec2040085c974068b016a01ff10c385c974068b016a01ff10c38b01c3
00419036	DeleteData	17	11	00419041	6	8b01c38b01c3
00419047	_Dest_val<std::allocator<CIVCountedPointer<N3DPrimitive::CTriangleList>_>,CIVCountedPointer<N3DPrimitive::CTriangleList>_>	39	24	0041905f	15	8b01c38b01c333c03941040f94c0c3
0041906e	_Dest_val<std::allocator<CIVCountedPointer<N3DPrimitive::CTriangleList>_>,CIVCountedPointer<N3DPrimitive::CTriangleList>_>	72	24	00419086	48	85c974068b016a01ff10c385c974068b016a01ff10c3c3837c240400740aff742404e867597e0059c208008bc1c20400
0041915a	_Dest_val<std::allocator<CCountedPointer<QuadricOptimiserInternals::COptimisedPrimitive>_>,CCountedPointer<QuadricOptimiserInternals::COptimisedPrimitive>_>	66	44	00419186	22	8b013b028bc27c028bc1c38b023b018bc272028bc1c3
004191c1	_Dest_val<std::allocator<CCountedPointer<QuadricOptimiserInternals::COptimisedPrimitive>_>,CCountedPointer<QuadricOptimiserInternals::COptimisedPrimitive>_>	94	44	004191ed	50	85c974068b016a01ff10c385c974068b016a01ff10c385c974068b016a01ff10c385c974068b016a01ff10c38b01c3c20400
00419220	CGameEventPackage	71	35	00419250	23	8b4124c3cccccccccccccccccccccccc8b8144610100c3
00419270	CDisplayEngineInit	52	35	004192a0	4	8b4168c3
004192b0	`vector_deleting_destructor'	115	30	004192d0	83	8b8194020000c3cccccccccccccccccc8bc18b4c2404c7008ced2201894804c20400ccccccccccccccccccccccccccccf644240401568bf1c70610ed2201740956e8a6567e0083c4048bc65ec20400cc8b01c3
