address	name	module	calling_convention	return_type	parameter_count	parameter_types	evidence
00ab9cb0	C3DMeshFileTransformationChunk::WriteToFile	C3DMeshFileTransformationChunk	__thiscall	void	3	C3DMeshFileTransformationChunk *,CDataOutputStream &,CChunkedFileSaver &	Ego_r decorated symbol and PDB layout identify Transform; retail base is eight bytes smaller and the relocation-exact body writes the matrix before delegating to the base writer
00a56be0	C2DLineF::GetLowestY	C2DLineF	__thiscall	float	1	C2DLineF *	Instruction sequence is the Y-coordinate analogue of exact GetLowestX at 00a56b80; rejects duplicate propagated GetHighestY label
0048dae0	GFLimitReturn<float>	_global	__fastcall	void	3	float *,float *,float *	x87 operands and both assignments are 32-bit floats and no stable return is formed; rejects propagated double-pointer specialization
00744470	CTCPerceiveThing::SetSoundRadius	CTCPerceiveThing	__thiscall	void	2	CTCPerceiveThing *,float	Ego_r decorated symbol and layouts identify SoundRadius at CTCPerceiveThing +0x3c and CPerceivedThingDef +0x38; rejects propagated SetSightRadius label
007444a0	CTCPerceiveThing::SetSmellRadius	CTCPerceiveThing	__thiscall	void	2	CTCPerceiveThing *,float	Ego_r decorated symbol and layouts identify SmellRadius at CTCPerceiveThing +0x48 and CPerceivedThingDef +0x3c; rejects propagated SetSightRadius label
007444d0	CTCPerceiveThing::SetGiveUpChaseRadius	CTCPerceiveThing	__thiscall	void	2	CTCPerceiveThing *,float	Ego_r decorated symbol and layouts identify GiveUpChaseRadius at CTCPerceiveThing +0x4c and CPerceivedThingDef +0x2c; rejects propagated SetSightRadius label
00a04030	CInputEvent::SetAsJoystickPosition	CInputEvent	__thiscall	void	3	CInputEvent *,C2DVector const &,double	Adjacent Ego_r decorated symbols distinguish SetAsJoystickPosition (event type 0x11) from SetAsJoystickPosition2 (event type 0x12); rejects duplicated Position2 label
004aecf0	CFrameData::ResetTexture	CFrameData	__thiscall	CFrameData *	1	CFrameData *	Retail tail explicitly moves this into EAX after clearing named texture state; rejects the donor void return while preserving the PDB method identity
00640c40	CTCLight::SetInnerRadius	CTCLight	__thiscall	void	2	CTCLight *,float	Adjacent Ego_r decorated symbols and CTCLight::CLightInfo +0x04 identify InnerRadius; rejects the first duplicated SetFlicker label
00640c70	CTCLight::SetOuterRadius	CTCLight	__thiscall	void	2	CTCLight *,float	Adjacent Ego_r decorated symbols and CTCLight::CLightInfo +0x08 identify OuterRadius; rejects the second duplicated SetFlicker label
00a14510	C2DVector::AccurateNormalise	C2DVector	__thiscall	C2DVector &	1	C2DVector *	Retail body takes no explicit vector argument, computes sqrt(X*X + Y*Y), writes both components, and returns this; matches the Ego_r AccurateNormalise method and rejects propagated Dot prototype
00a03d90	CInputEvent::SetAsMiddleMouseButtonPressed	CInputEvent	__thiscall	void	3	CInputEvent *,C2DVector const &,double	Adjacent Ego_r symbols and retail event type 0x07 distinguish middle-button pressed from duplicated left-button label
00a03e40	CInputEvent::SetAsRightMouseButtonPressed	CInputEvent	__thiscall	void	3	CInputEvent *,C2DVector const &,double	Adjacent Ego_r symbols and retail event type 0x0a distinguish right-button pressed from duplicated left-button label
0057fc9c	CTattooDef::GetTypeBalancedScariness	CTattooDef	__thiscall	float	2	CTattooDef *,CAppearanceModifierScalingVectorRetail const &	Adjacent Ego_r decorated symbols plus the +0x164 scaling-entry load and +0x5c fallback identify Scariness; rejects duplicated attractiveness label
