class	offset	donor_type	donor_name	donor_size	retail_type	retail_name	retail_size	verdict	evidence
CHasNameDef	0x28	unsigned long	DefaultNameTag	4	int	a	4	AGREE	CHasNameDef_TransferCHasNameDefUAEXAAVCPersistContextZ_004df77c.cpp
CHasNameDef	0x2c	unsigned long	Home	4	int	b	4	AGREE	CHasNameDef_TransferCHasNameDefUAEXAAVCPersistContextZ_004df77c.cpp
CHasNameDef	0x30	unsigned long	Occupation	4	int	c	4	AGREE	CHasNameDef_TransferCHasNameDefUAEXAAVCPersistContextZ_004df77c.cpp
CHeightMapCell	0x0	float	Height	4	float	field	4	AGREE	CHeightMapCell_GetHeight_00c1bd40.cpp
CHeroAbilityDef	size			172	sizeof	GetSizeofClass	156	SIZE_CONFLICT	GetSizeofClass
CHeroCombatDef	size			372	sizeof	GetSizeofClass	328	SIZE_CONFLICT	GetSizeofClass
CHeroDef	0x28	long	DefaultTitle	4	CMember	m28	4	AGREE	CHeroDef_TransferCHeroDefUAEXAAVCPersistContextZ_004ddeaa.cpp
CHeroDef	0x28	long	DefaultTitle	4	int	m28	4	AGREE	CHeroDef_Copy_004e0331.cpp
CHeroDef	0x2c	EHeroTrainingStatus	DefaultHeroTrainingStatus	4	CMember	m2c	4	CONTAINED	CHeroDef_TransferCHeroDefUAEXAAVCPersistContextZ_004ddeaa.cpp
CHeroDef	0x2c	EHeroTrainingStatus	DefaultHeroTrainingStatus	4	int	m2c	4	CONTAINED	CHeroDef_Copy_004e0331.cpp
CHeroExperienceDef	size			224	sizeof	GetSizeofClass	180	SIZE_CONFLICT	GetSizeofClass
CHeroMorphDef	size			120	sizeof	GetSizeofClass	104	SIZE_CONFLICT	GetSizeofClass
CHeroPostcardGeneratorDef	size			96	sizeof	GetSizeofClass	92	SIZE_CONFLICT	GetSizeofClass
CHeroSpecialMovementDef	0x0	void*	__vftable	4	int	x	4	AGREE_KIND_SOFT	CHeroSpecialMovementDef_TransferCHeroSpecialMovementDefUAEXAAVCPersistCo_004def3d.cpp
CHeroStatsDef	size			356	sizeof	GetSizeofClass	312	SIZE_CONFLICT	GetSizeofClass
CHeroSuitDef	0x28	map<EClothingSuitPart,long,std::less<EClothingSuitPart>,std::allocator<std::pair<EClothingSuitPart_const_,long>_>_>	SuitParts	16	SubDef	sub	4	CONTAINED	CHeroSuitDef_Copy_004e54ad.cpp
CHeroSuitDef	size			56	sizeof	GetSizeofClass	52	SIZE_CONFLICT	GetSizeofClass
CHitLocationDef	size			128	sizeof	GetSizeofClass	124	SIZE_CONFLICT	GetSizeofClass
CHitLocationsDef	0x0	void*	__vftable	4	unsigned char	_tail	52	CONFLICT	CHitLocationsDef_Copy_00454993.cpp
CHitLocationsDef	size			56	sizeof	GetSizeofClass	52	SIZE_CONFLICT	GetSizeofClass
CHornetDrone	0x1c	long	EatNow	4	int	field_1c	4	AGREE	CHornetDrone_Init_00e11d80.cpp
CIEngine	0x0	void*	__vftable	4	int	x	4	AGREE_KIND_SOFT	CIEngine_AllocateTextureFromEngineResourcePools_00b23670.cpp
CIEngine	0x0	void*	__vftable	4	int	x	4	AGREE_KIND_SOFT	CIEngine_ClipBox_00b23390.cpp
CIEngine	0x0	void*	__vftable	4	int	x	4	AGREE_KIND_SOFT	CIEngine_ClipSphere_00b23380.cpp
CIdleSchedulerDef	size			80	sizeof	GetSizeofClass	72	SIZE_CONFLICT	GetSizeofClass
CInputEvent	0x0	UInputEventData	Data	32	C2DVector	Position	4	CONTAINED	CInputEvent_SetAsJoystickPosition_00a04030.cpp
CInputEvent	0x0	UInputEventData	Data	32	unsigned char	EarlierData	24	CONTAINED	CInputEvent_SetAsExtraMouseButtonPressed_00a03ef0.cpp
CInputEvent	0x0	UInputEventData	Data	32	unsigned char	EarlierData	24	CONTAINED	CInputEvent_SetAsExtraMouseButtonReleased_00a03f70.cpp
CInputEvent	0x0	UInputEventData	Data	32	unsigned char	EarlierData	24	CONTAINED	CInputEvent_SetAsLeftMouseButtonPressed_00a03c80.cpp
CInputEvent	0x0	UInputEventData	Data	32	unsigned char	EarlierData	24	CONTAINED	CInputEvent_SetAsLeftMouseButtonReleased_00a03d60.cpp
CInputEvent	0x0	UInputEventData	Data	32	unsigned char	EarlierData	24	CONTAINED	CInputEvent_SetAsMiddleMouseButtonPressed_00a03d90.cpp
CInputEvent	0x0	UInputEventData	Data	32	unsigned char	EarlierData	24	CONTAINED	CInputEvent_SetAsMiddleMouseButtonReleased_00a03e10.cpp
CInputEvent	0x0	UInputEventData	Data	32	unsigned char	EarlierData	24	CONTAINED	CInputEvent_SetAsRightMouseButtonPressed_00a03e40.cpp
CInputEvent	0x0	UInputEventData	Data	32	unsigned char	EarlierData	24	CONTAINED	CInputEvent_SetAsRightMouseButtonReleased_00a03ec0.cpp
CInputEvent	0x18	UInputEventData	Data	32	C2DVector	MousePosition	4	CONTAINED	CInputEvent_SetAsExtraMouseButtonPressed_00a03ef0.cpp
CInputEvent	0x18	UInputEventData	Data	32	C2DVector	MousePosition	4	CONTAINED	CInputEvent_SetAsExtraMouseButtonReleased_00a03f70.cpp
CInputEvent	0x18	UInputEventData	Data	32	C2DVector	MousePosition	4	CONTAINED	CInputEvent_SetAsLeftMouseButtonPressed_00a03c80.cpp
CInputEvent	0x18	UInputEventData	Data	32	C2DVector	MousePosition	4	CONTAINED	CInputEvent_SetAsLeftMouseButtonReleased_00a03d60.cpp
CInputEvent	0x18	UInputEventData	Data	32	C2DVector	MousePosition	4	CONTAINED	CInputEvent_SetAsMiddleMouseButtonPressed_00a03d90.cpp
CInputEvent	0x18	UInputEventData	Data	32	C2DVector	MousePosition	4	CONTAINED	CInputEvent_SetAsMiddleMouseButtonReleased_00a03e10.cpp
CInputEvent	0x18	UInputEventData	Data	32	C2DVector	MousePosition	4	CONTAINED	CInputEvent_SetAsRightMouseButtonPressed_00a03e40.cpp
CInputEvent	0x18	UInputEventData	Data	32	C2DVector	MousePosition	4	CONTAINED	CInputEvent_SetAsRightMouseButtonReleased_00a03ec0.cpp
CInputEvent	0x1c	UInputEventData	Data	32	EInputDeviceType	DeviceType	4	CONTAINED	CInputEvent_SetAsExtraMouseButtonPressed_00a03ef0.cpp
CInputEvent	0x1c	UInputEventData	Data	32	EInputDeviceType	DeviceType	4	CONTAINED	CInputEvent_SetAsExtraMouseButtonReleased_00a03f70.cpp
CInputEvent	0x1c	UInputEventData	Data	32	EInputDeviceType	DeviceType	4	CONTAINED	CInputEvent_SetAsJoystickPosition_00a04030.cpp
CInputEvent	0x1c	UInputEventData	Data	32	EInputDeviceType	DeviceType	4	CONTAINED	CInputEvent_SetAsLeftMouseButtonPressed_00a03c80.cpp
CInputEvent	0x1c	UInputEventData	Data	32	EInputDeviceType	DeviceType	4	CONTAINED	CInputEvent_SetAsLeftMouseButtonReleased_00a03d60.cpp
CInputEvent	0x1c	UInputEventData	Data	32	EInputDeviceType	DeviceType	4	CONTAINED	CInputEvent_SetAsMiddleMouseButtonPressed_00a03d90.cpp
CInputEvent	0x1c	UInputEventData	Data	32	EInputDeviceType	DeviceType	4	CONTAINED	CInputEvent_SetAsMiddleMouseButtonReleased_00a03e10.cpp
CInputEvent	0x1c	UInputEventData	Data	32	EInputDeviceType	DeviceType	4	CONTAINED	CInputEvent_SetAsRightMouseButtonPressed_00a03e40.cpp
CInputEvent	0x1c	UInputEventData	Data	32	EInputDeviceType	DeviceType	4	CONTAINED	CInputEvent_SetAsRightMouseButtonReleased_00a03ec0.cpp
CInputEvent	0x20	EInputDeviceType	DeviceType	4	long	DeviceNumber	4	CONTAINED	CInputEvent_SetAsExtraMouseButtonPressed_00a03ef0.cpp
CInputEvent	0x20	EInputDeviceType	DeviceType	4	long	DeviceNumber	4	CONTAINED	CInputEvent_SetAsExtraMouseButtonReleased_00a03f70.cpp
CInputEvent	0x20	EInputDeviceType	DeviceType	4	long	DeviceNumber	4	CONTAINED	CInputEvent_SetAsJoystickPosition_00a04030.cpp
CInputEvent	0x20	EInputDeviceType	DeviceType	4	long	DeviceNumber	4	CONTAINED	CInputEvent_SetAsLeftMouseButtonPressed_00a03c80.cpp
CInputEvent	0x20	EInputDeviceType	DeviceType	4	long	DeviceNumber	4	CONTAINED	CInputEvent_SetAsLeftMouseButtonReleased_00a03d60.cpp
CInputEvent	0x20	EInputDeviceType	DeviceType	4	long	DeviceNumber	4	CONTAINED	CInputEvent_SetAsMiddleMouseButtonPressed_00a03d90.cpp
CInputEvent	0x20	EInputDeviceType	DeviceType	4	long	DeviceNumber	4	CONTAINED	CInputEvent_SetAsMiddleMouseButtonReleased_00a03e10.cpp
CInputEvent	0x20	EInputDeviceType	DeviceType	4	long	DeviceNumber	4	CONTAINED	CInputEvent_SetAsRightMouseButtonPressed_00a03e40.cpp
CInputEvent	0x20	EInputDeviceType	DeviceType	4	long	DeviceNumber	4	CONTAINED	CInputEvent_SetAsRightMouseButtonReleased_00a03ec0.cpp
CInputEvent	0x24	long	DeviceNumber	4	EInputEventType	Type	4	AGREE	CInputEvent_SetAsExtraMouseButtonPressed_00a03ef0.cpp
CInputEvent	0x24	long	DeviceNumber	4	EInputEventType	Type	4	AGREE	CInputEvent_SetAsExtraMouseButtonReleased_00a03f70.cpp
CInputEvent	0x24	long	DeviceNumber	4	EInputEventType	Type	4	AGREE	CInputEvent_SetAsJoystickPosition_00a04030.cpp
CInputEvent	0x24	long	DeviceNumber	4	EInputEventType	Type	4	AGREE	CInputEvent_SetAsLeftMouseButtonPressed_00a03c80.cpp
CInputEvent	0x24	long	DeviceNumber	4	EInputEventType	Type	4	AGREE	CInputEvent_SetAsLeftMouseButtonReleased_00a03d60.cpp
CInputEvent	0x24	long	DeviceNumber	4	EInputEventType	Type	4	AGREE	CInputEvent_SetAsMiddleMouseButtonPressed_00a03d90.cpp
CInputEvent	0x24	long	DeviceNumber	4	EInputEventType	Type	4	AGREE	CInputEvent_SetAsMiddleMouseButtonReleased_00a03e10.cpp
CInputEvent	0x24	long	DeviceNumber	4	EInputEventType	Type	4	AGREE	CInputEvent_SetAsRightMouseButtonPressed_00a03e40.cpp
CInputEvent	0x24	long	DeviceNumber	4	EInputEventType	Type	4	AGREE	CInputEvent_SetAsRightMouseButtonReleased_00a03ec0.cpp
CInputEvent	0x28	EInputEventType	Type	4	float	CurrentTime	4	CONTAINED	CInputEvent_SetAsExtraMouseButtonPressed_00a03ef0.cpp
CInputEvent	0x28	EInputEventType	Type	4	float	CurrentTime	4	CONTAINED	CInputEvent_SetAsExtraMouseButtonReleased_00a03f70.cpp
CInputEvent	0x28	EInputEventType	Type	4	float	CurrentTime	4	CONTAINED	CInputEvent_SetAsJoystickPosition_00a04030.cpp
CInputEvent	0x28	EInputEventType	Type	4	float	CurrentTime	4	CONTAINED	CInputEvent_SetAsLeftMouseButtonPressed_00a03c80.cpp
CInputEvent	0x28	EInputEventType	Type	4	float	CurrentTime	4	CONTAINED	CInputEvent_SetAsLeftMouseButtonReleased_00a03d60.cpp
CInputEvent	0x28	EInputEventType	Type	4	float	CurrentTime	4	CONTAINED	CInputEvent_SetAsMiddleMouseButtonPressed_00a03d90.cpp
CInputEvent	0x28	EInputEventType	Type	4	float	CurrentTime	4	CONTAINED	CInputEvent_SetAsMiddleMouseButtonReleased_00a03e10.cpp
CInputEvent	0x28	EInputEventType	Type	4	float	CurrentTime	4	CONTAINED	CInputEvent_SetAsRightMouseButtonPressed_00a03e40.cpp
CInputEvent	0x28	EInputEventType	Type	4	float	CurrentTime	4	CONTAINED	CInputEvent_SetAsRightMouseButtonReleased_00a03ec0.cpp
CInputEvent	0x2c	float	CurrentTime	4	float	StartTime	4	AGREE	CInputEvent_SetAsExtraMouseButtonPressed_00a03ef0.cpp
CInputEvent	0x2c	float	CurrentTime	4	float	StartTime	4	AGREE	CInputEvent_SetAsExtraMouseButtonReleased_00a03f70.cpp
CInputEvent	0x2c	float	CurrentTime	4	float	StartTime	4	AGREE	CInputEvent_SetAsJoystickPosition_00a04030.cpp
CInputEvent	0x2c	float	CurrentTime	4	float	StartTime	4	AGREE	CInputEvent_SetAsLeftMouseButtonPressed_00a03c80.cpp
CInputEvent	0x2c	float	CurrentTime	4	float	StartTime	4	AGREE	CInputEvent_SetAsLeftMouseButtonReleased_00a03d60.cpp
CInputEvent	0x2c	float	CurrentTime	4	float	StartTime	4	AGREE	CInputEvent_SetAsMiddleMouseButtonPressed_00a03d90.cpp
CInputEvent	0x2c	float	CurrentTime	4	float	StartTime	4	AGREE	CInputEvent_SetAsMiddleMouseButtonReleased_00a03e10.cpp
CInputEvent	0x2c	float	CurrentTime	4	float	StartTime	4	AGREE	CInputEvent_SetAsRightMouseButtonPressed_00a03e40.cpp
CInputEvent	0x2c	float	CurrentTime	4	float	StartTime	4	AGREE	CInputEvent_SetAsRightMouseButtonReleased_00a03ec0.cpp
CInputEvent	0x4	UInputEventData	Data	32	unsigned char	DataRemainder	24	CONTAINED	CInputEvent_SetAsJoystickPosition_00a04030.cpp
CInputProcessControlCreatureRightStick	0x28	bool	PushingCameraModeUp	1	char	flagA	1	AGREE	CInputProcessControlCreatureRightStick_CInputProcessControlCreatureRightStickInit_0068d830.cpp
CInputProcessControlCreatureRightStick	0x29	bool	PushingCameraModeDown	1	char	flagB	1	AGREE	CInputProcessControlCreatureRightStick_CInputProcessControlCreatureRightStickInit_0068d830.cpp
CInputProcessControlCreatureRightStick	0x2a	bool	LookingAround	1	char	flagC	1	AGREE	CInputProcessControlCreatureRightStick_CInputProcessControlCreatureRightStickInit_0068d830.cpp
CInputProcessCreatureMovementWatchForControlAngleChange	0x28	float	LastJoyDirection_X	4	C2DVector	LastJoyDirection	4	CONFLICT	CInputProcessCreatureMovementWatchForControlAngleChange_Init_00691c20.cpp
CInputProcessGameBase	0x24	CGamePlayerInterface*	PGamePlayerInterface	4	void*	f24	4	AGREE	CInputProcessGameBase_AddToInterface_00687a70.cpp
CInputProcessInventoryBase	0x28	ECurrentMovement	CurrentMovement	4	int	m28	4	CONTAINED	CInputProcessInventoryBase_Init_006893b0.cpp
CInputProcessInventoryBase	0x2c	unsigned long	FrameSinceLastMovement	4	int	m2c	4	AGREE	CInputProcessInventoryBase_Init_006893b0.cpp
CInputProcessInventoryBase	0x30	bool	StartedRepeatingMovement	1	char	m30	1	AGREE	CInputProcessInventoryBase_Init_006893b0.cpp
CInputProcessInventoryQuestsScreen	0x34	CTCInventoryQuests*	PInventory	4	unsigned long	f	4	AGREE_KIND_SOFT	CInputProcessInventoryQuestsScreen_GetPInventory_00689b00.cpp
CInputProcessJumpingAndRolling	0x4c	list<C3DVector,std::allocator<C3DVector>_>	InitialFacingDirections	12	char	field_4c	1	CONTAINED	CInputProcessJumpingAndRolling_Update_006a40b0.cpp
CInputProcessParalysed	0x28	long	ButtonsMashed	4	unsigned long	f	4	AGREE	CInputProcessParalysed_Init_00690d20.cpp
CInputProcessTargetLockRightStickTargetSelect	0x28	bool	ChangedTargetRight	1	char	f28	1	AGREE	CInputProcessTargetLockRightStickTargetSelect_AddToInterface_00688a60.cpp
CInputProcessTargetLockRightStickTargetSelect	0x29	bool	ChangedTargetLeft	1	char	f29	1	AGREE	CInputProcessTargetLockRightStickTargetSelect_AddToInterface_00688a60.cpp
CInventoryCategoryDef	size			92	sizeof	GetSizeofClass	88	SIZE_CONFLICT	GetSizeofClass
CInventoryDef	size			2656	sizeof	GetSizeofClass	2612	SIZE_CONFLICT	GetSizeofClass
CJackOfBladesBattleDef	size			132	sizeof	GetSizeofClass	128	SIZE_CONFLICT	GetSizeofClass
CJoystick	0x0	void*	__vftable	4	int	x	4	AGREE_KIND_SOFT	CJoystick_SetExclusiveMode_009e41a0.cpp
CJoystick	0xd14	list<CMaintainedEvent,std::allocator<CMaintainedEvent>_>	MaintainedEventsList	12	int	fd14	4	CONTAINED	CJoystick_EventScanEnd_009e41c0.cpp
CJoystickDX	0x0	void*	__vftable	4	int	x	4	AGREE_KIND_SOFT	CJoystickDX_UpdateCJoystickDXUAEXXZ_00ab78d0.cpp
CJoystickDX	0xd18	unsigned char	_pad_0xd18	4	long	f	4	RETAIL_ONLY	previous header
CJoystickDX	0xd1c	unsigned char	_pad_0xd1c	4	long	f_2	4	RETAIL_ONLY	previous header
CKeyboardDX	0x341c	CInputManagerDX*	InputManagerDX	4	unsigned char	keyStates	256	CONFLICT	CKeyboardDX_IsKeyPressed_00ab6220.cpp
CKeyboardDX	0x351c	signed char[256]	KeyStates	256	unsigned short	keyMap	512	CONFLICT	CKeyboardDX_IsKeyPressed_00ab6220.cpp
CKrakenDef	size			128	sizeof	GetSizeofClass	124	SIZE_CONFLICT	GetSizeofClass
CLandscapeBackgroundPatch	0x4	CLandscapeBackgroundTreeNode*	Parent	4	unsigned long	f	4	AGREE_KIND_SOFT	CLandscapeBackgroundPatch_OnPostParentRelocation_00be8db0.cpp
CLandscapeBackgroundSubNodeSplitBranch	0x0	void*	__vftable	4	unsigned char	data	4	AGREE_KIND_SOFT	CLandscapeBackgroundSubNodeSplitBranch_OnPostRelocationCLandscapeBackgroundSubNodeSplit_00bf6d10.cpp
CLandscapeBackgroundTreeNode	0xa4	CLandscapeBackgroundTreeNode*	Parent	4	Inner*	inner	4	AGREE	CLandscapeBackgroundTreeNode_CanRelocateData_00bf6b50.cpp
CLandscapeLayerMesh	0x0	void*	__vftable	4	char	p	64	CONFLICT	CLandscapeLayerMesh_CanRelocateData_00bfddb0.cpp
CLandscapeLayerMesh	0x40	CEngineLandscapeMap*	Map	4	S*	f40	4	AGREE	CLandscapeLayerMesh_CanRelocateData_00bfddb0.cpp
CLandscapePatchTesselator	0x14	unsigned char	_pad_0x14	4	BridgeVertex*	m_begin	4	RETAIL_ONLY	CLandscapePatchTesselator_GetBridgeVertexBufferSize_00b6c990.cpp
CLandscapePatchTesselator	0x14	unsigned char	_pad_0x14	4	long	m_begin	4	RETAIL_ONLY	previous header
CLandscapePatchTesselator	0x18	CArray<CTVertexLandscapeBackground>	BridgeVertexBuffer	16	BridgeVertex*	m_end	4	CONTAINED	CLandscapePatchTesselator_GetBridgeVertexBufferSize_00b6c990.cpp
CLensFlareElementDef	size			80	sizeof	GetSizeofClass	76	SIZE_CONFLICT	GetSizeofClass
CLightningDef	size			92	sizeof	GetSizeofClass	88	SIZE_CONFLICT	GetSizeofClass
CLightningOrbDef	0x28	long	LightningDefIndex	4	Field	f0	4	AGREE	CLightningOrbDef_TransferCLightningOrbDefUAEXAAVCPersistContextZ_004df738.cpp
CLightningOrbDef	0x2c	float	LifeTime	4	Field	f1	4	CONFLICT	CLightningOrbDef_TransferCLightningOrbDefUAEXAAVCPersistContextZ_004df738.cpp
CLightningOrbDef	0x30	float	Speed	4	Field	f2	4	CONFLICT	CLightningOrbDef_TransferCLightningOrbDefUAEXAAVCPersistContextZ_004df738.cpp
CLightningOrbDef	0x34	float	ExplosionRange	4	Field	f3	4	CONFLICT	CLightningOrbDef_TransferCLightningOrbDefUAEXAAVCPersistContextZ_004df738.cpp
CLightningOrbDef	0x38	long	ExplosionDefIndex	4	Field	f4	4	AGREE	CLightningOrbDef_TransferCLightningOrbDefUAEXAAVCPersistContextZ_004df738.cpp
CLipSyncDataBank	0x0	void*	__vftable	4	long	refCount	4	AGREE_KIND_SOFT	CLipSyncDataBank_PrepareDataForInclusionCLipSyncDataBankMAEXKABVC_00a42940.cpp
CLipSyncDataBank	0x178	unsigned char	_pad_0x178	4	unsigned char	m_bSuspended	1	RETAIL_ONLY	previous header
CLipSyncDataBank	0x4	unsigned char	_pad_0x04	4	long	object	4	RETAIL_ONLY	previous header
CLipSyncDataBank	0x4	unsigned char	_pad_0x04	4	void*	object	4	RETAIL_ONLY	CLipSyncDataBank_PrepareDataForInclusionCLipSyncDataBankMAEXKABVC_00a42940.cpp
CManagedTextureData	0x20	CTexture*	Texture_Data	4	CTextureResource*	resource	4	AGREE	CManagedTextureData_IsBusy_00a69810.cpp
CManagedTextureData	0x4a	bool	BusyFlag	1	bool	busy	1	AGREE	CManagedTextureData_IsBusy_00a69810.cpp
CMap	0x0	void*	__vftable	4	unsigned char	EarlierState	7472	CONFLICT	CMap_AllocateMapThingUID_0081e780.cpp
CMap	0x1d14	long	NoChangedGameAreas	4	int	f1d14	4	AGREE	CMap_DrawGetHeightMapExtents_00827890.cpp
CMap	0x1d18	float	SeaLevel	4	int	f1d18	4	CONFLICT	CMap_DrawGetHeightMapExtents_00827890.cpp
CMap	0x1d30	long	GameMapSizeY	4	unsigned __int64	ThingUIDCount	8	CONFLICT	CMap_AllocateMapThingUID_0081e780.cpp
CMarkerInfo	0x0	CIntelligentPointer<CThing_const_>	PThing	8	int	field0	4	CONTAINED	CMarkerInfo_IsHeroMarker_0082a210.cpp
CMarkerInfo	0x4	CIntelligentPointer<CThing_const_>	PThing	8	int	field4	4	CONTAINED	CMarkerInfo_IsHeroMarker_0082a210.cpp
CMarkerInfo	0x8	long	GraphicIndex	4	int	markerId	4	AGREE	CMarkerInfo_IsHeroMarker_0082a210.cpp
CMaterialDef	size			180	sizeof	GetSizeofClass	152	SIZE_CONFLICT	GetSizeofClass
CMazeBattleDef	size			100	sizeof	GetSizeofClass	96	SIZE_CONFLICT	GetSizeofClass
CMeleeCombatAbilityDef	size			136	sizeof	GetSizeofClass	124	SIZE_CONFLICT	GetSizeofClass
CMeleeCombatKnockdownEffects	size			96	sizeof	GetSizeofClass	92	SIZE_CONFLICT	GetSizeofClass
CMemoryDataInputStream	0x10	unsigned char	_pad_0x10	4	long	chunkPosition	4	RETAIL_ONLY	CMemoryDataInputStream_ReadNullTerminatedString_00995d30.cpp
CMemoryDataInputStream	0x10	unsigned char	_pad_0x10	4	long	chunkPosition	4	RETAIL_ONLY	previous header
CMemoryDataInputStream	0x14	unsigned char	_pad_0x14	4	long	chunkLength	4	RETAIL_ONLY	CMemoryDataInputStream_ReadNullTerminatedString_00995d30.cpp
CMemoryDataInputStream	0x14	unsigned char	_pad_0x14	4	long	chunkLength	4	RETAIL_ONLY	previous header
CMemoryDataInputStream	0x18	void*	StreamSource	4	char*	sourceBase	4	AGREE	CMemoryDataInputStream_ReadNullTerminatedString_00995d30.cpp
CMemoryDataInputStream	0x4	unsigned char	_pad_0x04	4	long	position	4	RETAIL_ONLY	CMemoryDataInputStream_ReadNullTerminatedString_00995d30.cpp
CMemoryDataInputStream	0x4	unsigned char	_pad_0x04	4	long	position	4	RETAIL_ONLY	previous header
CMemoryDataInputStream	0x8	unsigned char	_pad_0x08	4	long	sourceLength	4	RETAIL_ONLY	CMemoryDataInputStream_ReadNullTerminatedString_00995d30.cpp
CMemoryDataInputStream	0x8	unsigned char	_pad_0x08	4	long	sourceLength	4	RETAIL_ONLY	previous header
CMemoryDataInputStream	0xc	unsigned char	_pad_0x0c	4	char*	chunkBase	4	RETAIL_ONLY	CMemoryDataInputStream_ReadNullTerminatedString_00995d30.cpp
CMemoryDataInputStream	0xc	unsigned char	_pad_0x0c	4	long	chunkBase	4	RETAIL_ONLY	previous header
CMemoryFile	0x1c	CArray<unsigned_char>	DataBuffer	16	unsigned char	f	1	CONTAINED	CMemoryFile_IsOpen_00405d30.cpp
CMemoryFile	0x20	bool	Opened	1	char	member	4	CONFLICT	CMemoryFile_GetPathnameCMemoryFileUBEAVCWideStri_00412070.cpp
CMeshDataBank	0x0	void*	__vftable	4	int	x	4	AGREE_KIND_SOFT	CMeshDataBank_CloseCMeshDataBankUAEXXZ_00a26c50.cpp
CMessageEventDef	0x3c	unsigned char	_pad_0x3c	4	int	f3c	4	RETAIL_ONLY	CMessageEventDef_TransferCMessageEventDefUAEXAAVCPersistContextZ_004556ce.cpp
CMessageEventDef	0x40	long	MaxSeenRadius	4	int	f40	4	AGREE	CMessageEventDef_TransferCMessageEventDefUAEXAAVCPersistContextZ_004556ce.cpp
CMessageEventDef	0x44	long	MaxHeardRadius	4	int	f44	4	AGREE	CMessageEventDef_TransferCMessageEventDefUAEXAAVCPersistContextZ_004556ce.cpp
CMessageEventDef	0x48	long	Lifespan	4	int	f48	4	AGREE	CMessageEventDef_TransferCMessageEventDefUAEXAAVCPersistContextZ_004556ce.cpp
CMessageEventDef	0x4c	EReactionSpeechType	ReactionSpeechType	4	int	f4c	4	CONTAINED	CMessageEventDef_TransferCMessageEventDefUAEXAAVCPersistContextZ_004556ce.cpp
CMessageEventDef	size			84	sizeof	GetSizeofClass	80	SIZE_CONFLICT	GetSizeofClass
CMiniMapDisplay	0x20	vector<CEnginePrimitiveHandle,std::allocator<CEnginePrimitiveHandle>_>	MarkerPrimitiveHandles	16	Node*	head	4	CONTAINED	CMiniMapDisplay_RemoveAllDeadMarkers_0082a2a0.cpp
CMiniMapDisplay	0x20	vector<CEnginePrimitiveHandle,std::allocator<CEnginePrimitiveHandle>_>	MarkerPrimitiveHandles	16	Sub*	subAt20	4	CONTAINED	CMiniMapDisplay_Initialise_0082a310.cpp
CMiniMapDisplay	0x54	vector<CMinimapData,std::allocator<CMinimapData>_>	MinimapList	16	MapSizeProvider	provider	4	CONTAINED	CMiniMapDisplay_GetRelativeMapSize_00829c70.cpp
CMiniMapDisplay	0x54	vector<CMinimapData,std::allocator<CMinimapData>_>	MinimapList	16	MapSub	sub	4	CONTAINED	CMiniMapDisplay_GetRelativePosOnMap_00829ce0.cpp
CMiniMapDisplay	0xbc	CRegionMinimap	RegionMinimap	108	unsigned char	dirtyFlag	1	CONTAINED	CMiniMapDisplay_UpdateMarkers_0082b7c0.cpp
CModeDragonBase	0x0	void*	__vftable	4	void*	vfp	4	AGREE	CModeDragonBase_OnActivate_008e7290.cpp
CModeDragonBase	0x18	unsigned char	_pad_0x18	4	char	active	1	RETAIL_ONLY	CModeDragonBase_OnDeactivate_008e72b0.cpp
CModeDragonBase	0x18	unsigned char	_pad_0x18	4	unsigned char	active	1	RETAIL_ONLY	previous header
CModeDragonBase	0x4	unsigned char	_pad_0x04	4	Holder*	holder	4	RETAIL_ONLY	CModeDragonBase_OnDeactivate_008e72b0.cpp
CModeDragonBase	0x4	unsigned char	_pad_0x04	4	long	holder	4	RETAIL_ONLY	previous header
CMouseDX	0x3414	unsigned char	_pad_0x3414	4	float	PositionX	4	RETAIL_ONLY	CMouseDX_SetPos_00ab4700.cpp
CMouseDX	0x3418	unsigned char	_pad_0x3418	4	float	PositionY	4	RETAIL_ONLY	CMouseDX_SetPos_00ab4700.cpp
CMouseDX	0x3434	bool	NonExclusiveOldButton0Pressed	1	float	CachedPositionX	4	CONFLICT	CMouseDX_SetPos_00ab4700.cpp
CMouseDX	0x3438	bool	NonExclusiveOldButton4Pressed	1	float	CachedPositionY	4	CONFLICT	CMouseDX_SetPos_00ab4700.cpp
CMouseDX	0x343c	float	NonExclusiveOldMouseX	4	u8	DisableCursorWarp	1	CONFLICT	CMouseDX_SetPos_00ab4700.cpp
CMovableResource	0x0	void*	__vftable	4	int	x	4	AGREE_KIND_SOFT	CMovableResource_CanRelocateData_009d50f0.cpp
CMovie	0x0	void*	__vftable	4	int	x	4	AGREE_KIND_SOFT	CMovie_RestoreEngineBuffers_00547bc0.cpp
CMultiStaticMeshDef	0x28	vector<CMultiStaticMeshEntryDef,std::allocator<CMultiStaticMeshEntryDef>_>	Meshes	16	SubContainer	sub	4	CONTAINED	CMultiStaticMeshDef_Copy_004eb6c8.cpp
CMultiStaticMeshDef	size			56	sizeof	GetSizeofClass	52	SIZE_CONFLICT	GetSizeofClass
CNavBlockedQuadTreeNode	0x0	void*	__vftable	4	int	x	4	AGREE_KIND_SOFT	CNavBlockedQuadTreeNode_GetMemoryUsage_00a76290.cpp
CNavNavigableLeafNode	0x18	CSmallVector<CANavQuadTreeNode_const_*,8>	Neighbours	8	signed char	m_kind	1	CONTAINED	CNavNavigableLeafNode_GetMemoryUsage_00a76500.cpp
