class	header	size	named_members	status	note
CCreatureAction_PlayCombatAnimation	CCreatureAction_PlayCombatAnimation.h	304	6	OK	0 retail files
CCreatureAction_PlayCombatAnimationWithLooking	CCreatureAction_PlayCombatAnimationWithLooking.h	304	0	OK	0 retail files
CCreatureAction_PlayConversationAnimation	CCreatureAction_PlayConversationAnimation.h	188	2	OK	0 retail files
CCreatureAction_PlayHopscotch	CCreatureAction_PlayHopscotch.h	180	0	OK	0 retail files
CCreatureAction_PlayIntoLoopOutOfAnimation	_quarantine/CCreatureAction_PlayIntoLoopOutOfAnimation.h	208	7	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CCreatureAction_PlayerInteractionBribe	CCreatureAction_PlayerInteractionBribe.h	188	1	OK	0 retail files
CCreatureAction_PlayerInteractionFlirt	CCreatureAction_PlayerInteractionFlirt.h	188	1	OK	0 retail files
CCreatureAction_PlayerInteractionGreet	CCreatureAction_PlayerInteractionGreet.h	188	1	OK	0 retail files
CCreatureAction_PlayerInteractionInsult	CCreatureAction_PlayerInteractionInsult.h	188	1	OK	0 retail files
CCreatureAction_PlayerInteractionThreaten	CCreatureAction_PlayerInteractionThreaten.h	188	1	OK	0 retail files
CCreatureAction_PlayerInteractionViewQuests	CCreatureAction_PlayerInteractionViewQuests.h	188	1	OK	0 retail files
CCreatureAction_ProjectileCrouch	CCreatureAction_ProjectileCrouch.h	316	2	OK	0 retail files
CCreatureAction_PutGoodsDown	CCreatureAction_PutGoodsDown.h	180	0	OK	0 retail files
CCreatureAction_QueenHornetShootBabies	CCreatureAction_QueenHornetShootBabies.h	300	0	OK	0 retail files
CCreatureAction_ReleaseAndLoopDivineWrathSpell	CCreatureAction_ReleaseAndLoopDivineWrathSpell.h	300	0	OK	0 retail files
CCreatureAction_ReleaseAndLoopUnholyPowerSpell	CCreatureAction_ReleaseAndLoopUnholyPowerSpell.h	300	0	OK	0 retail files
CCreatureAction_ReleaseDivineWrathSpell	CCreatureAction_ReleaseDivineWrathSpell.h	300	0	OK	0 retail files
CCreatureAction_ReleasePhysicalShieldSpell	CCreatureAction_ReleasePhysicalShieldSpell.h	300	0	OK	0 retail files
CCreatureAction_ReleaseStrengthBerserk	CCreatureAction_ReleaseStrengthBerserk.h	300	0	OK	0 retail files
CCreatureAction_ReleaseTimeSpell	CCreatureAction_ReleaseTimeSpell.h	304	1	OK	0 retail files
CCreatureAction_ReleaseUnholyPowerSpell	CCreatureAction_ReleaseUnholyPowerSpell.h	300	0	OK	0 retail files
CCreatureAction_ReleaseWillEnflameSpell	CCreatureAction_ReleaseWillEnflameSpell.h	300	0	OK	0 retail files
CCreatureAction_ReleaseWillLightningSpell	CCreatureAction_ReleaseWillLightningSpell.h	300	0	OK	0 retail files
CCreatureAction_ReleaseWillSummonSpell	CCreatureAction_ReleaseWillSummonSpell.h	300	0	OK	0 retail files
CCreatureAction_RemovePhysicalShieldSpell	CCreatureAction_RemovePhysicalShieldSpell.h	300	0	OK	0 retail files
CCreatureAction_RiseUp	_quarantine/CCreatureAction_RiseUp.h	304	2	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CCreatureAction_ScorpionCharge	CCreatureAction_ScorpionCharge.h	316	4	OK	0 retail files
CCreatureAction_ScorpionChargeInto	CCreatureAction_ScorpionChargeInto.h	312	2	OK	0 retail files
CCreatureAction_ScorpionChargeStrike	CCreatureAction_ScorpionChargeStrike.h	316	4	OK	0 retail files
CCreatureAction_ScorpionKingDeath	CCreatureAction_ScorpionKingDeath.h	300	0	OK	1 retail files
CCreatureAction_ScorpionPrepareTailPlunge	CCreatureAction_ScorpionPrepareTailPlunge.h	312	3	OK	0 retail files
CCreatureAction_ScorpionRecover	CCreatureAction_ScorpionRecover.h	300	1	OK	0 retail files
CCreatureAction_ScorpionSummon	CCreatureAction_ScorpionSummon.h	300	0	OK	0 retail files
CCreatureAction_ScorpionTailWithdraw	CCreatureAction_ScorpionTailWithdraw.h	312	3	OK	0 retail files
CCreatureAction_ScorpionUnblockableLeftTurnAttack	CCreatureAction_ScorpionUnblockableLeftTurnAttack.h	300	0	OK	0 retail files
CCreatureAction_ScorpionUnblockableRightTurnAttack	CCreatureAction_ScorpionUnblockableRightTurnAttack.h	300	0	OK	0 retail files
CCreatureAction_ScreamerAdvance	CCreatureAction_ScreamerAdvance.h	300	0	OK	0 retail files
CCreatureAction_ScreamerBackOff	CCreatureAction_ScreamerBackOff.h	300	0	OK	0 retail files
CCreatureAction_ScreamerDrainAttack	CCreatureAction_ScreamerDrainAttack.h	308	0	OK	0 retail files
CCreatureAction_ScreamerDrainOutOf	CCreatureAction_ScreamerDrainOutOf.h	300	0	OK	0 retail files
CCreatureAction_ScreamerIdle	CCreatureAction_ScreamerIdle.h	300	0	OK	0 retail files
CCreatureAction_SheatheItemToInventory_ForDivineWrath	CCreatureAction_SheatheItemToInventory_ForDivineWrath.h	188	0	OK	0 retail files
CCreatureAction_SheatheItemToInventory_ForEnflame	CCreatureAction_SheatheItemToInventory_ForEnflame.h	188	0	OK	0 retail files
CCreatureAction_SheatheItemToInventory_ForUnholyPower	CCreatureAction_SheatheItemToInventory_ForUnholyPower.h	188	0	OK	0 retail files
CCreatureAction_ShowFear	CCreatureAction_ShowFear.h	180	0	OK	0 retail files
CCreatureAction_ShowLove	CCreatureAction_ShowLove.h	188	1	OK	0 retail files
CCreatureAction_SitDown	CCreatureAction_SitDown.h	188	2	OK	0 retail files
CCreatureAction_SnapDragon	CCreatureAction_SnapDragon.h	300	0	OK	0 retail files
CCreatureAction_SnapDragonFast	CCreatureAction_SnapDragonFast.h	300	0	OK	0 retail files
CCreatureAction_SnapDragonOutOf	CCreatureAction_SnapDragonOutOf.h	300	0	OK	0 retail files
CCreatureAction_SpiritAttack	CCreatureAction_SpiritAttack.h	196	3	OK	0 retail files
CCreatureAction_SpiritHitResponse	CCreatureAction_SpiritHitResponse.h	192	3	OK	0 retail files
CCreatureAction_SpiritReturnToHero	CCreatureAction_SpiritReturnToHero.h	180	2	OK	0 retail files
CCreatureAction_StabbedToDeath	CCreatureAction_StabbedToDeath.h	180	0	OK	1 retail files
CCreatureAction_StartBlocking	CCreatureAction_StartBlocking.h	300	4	OK	1 retail files
CCreatureAction_StartSneaking	CCreatureAction_StartSneaking.h	180	0	OK	0 retail files
CCreatureAction_StopSneaking	CCreatureAction_StopSneaking.h	180	0	OK	0 retail files
CCreatureAction_StrafeBackward	CCreatureAction_StrafeBackward.h	300	0	OK	0 retail files
CCreatureAction_StrafeForward	CCreatureAction_StrafeForward.h	300	0	OK	0 retail files
CCreatureAction_SummonerDead	CCreatureAction_SummonerDead.h	300	0	OK	0 retail files
CCreatureAction_SummonerDie	CCreatureAction_SummonerDie.h	300	0	OK	0 retail files
CCreatureAction_SummonerFlameSlice	CCreatureAction_SummonerFlameSlice.h	308	1	OK	0 retail files
CCreatureAction_SummonerLightningOrbInto	CCreatureAction_SummonerLightningOrbInto.h	308	1	OK	0 retail files
CCreatureAction_SummonerStrike	CCreatureAction_SummonerStrike.h	300	0	OK	0 retail files
CCreatureAction_SummonerUnsheatheStrike	CCreatureAction_SummonerUnsheatheStrike.h	304	0	OK	0 retail files
CCreatureAction_TavernGameMasterInteraction	CCreatureAction_TavernGameMasterInteraction.h	188	1	OK	0 retail files
CCreatureAction_TeleportIn	CCreatureAction_TeleportIn.h	304	1	OK	0 retail files
CCreatureAction_TeleportOut	CCreatureAction_TeleportOut.h	316	4	OK	0 retail files
CCreatureAction_TentacleIdle	_quarantine/CCreatureAction_TentacleIdle.h	300	0	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CCreatureAction_TentacleRise	CCreatureAction_TentacleRise.h	300	0	OK	0 retail files
CCreatureAction_TentacleStrikeGetHit	CCreatureAction_TentacleStrikeGetHit.h	300	0	OK	0 retail files
CCreatureAction_TentacleStrikeInto	CCreatureAction_TentacleStrikeInto.h	304	1	OK	0 retail files
CCreatureAction_TentacleStrikeLoop	_quarantine/CCreatureAction_TentacleStrikeLoop.h	312	3	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CCreatureAction_TentacleStrikeOutOf	_quarantine/CCreatureAction_TentacleStrikeOutOf.h	300	0	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CCreatureAction_ThrowShotObject	CCreatureAction_ThrowShotObject.h	300	0	OK	0 retail files
CCreatureAction_ThunderLightningStorm	CCreatureAction_ThunderLightningStorm.h	300	0	OK	0 retail files
CCreatureAction_TrollAngryGroundPound	CCreatureAction_TrollAngryGroundPound.h	300	1	OK	0 retail files
CCreatureAction_TrollGetProjectile	CCreatureAction_TrollGetProjectile.h	300	0	OK	0 retail files
CCreatureAction_TrollProjectileAttack	CCreatureAction_TrollProjectileAttack.h	308	2	OK	0 retail files
CCreatureAction_TrollPursue	CCreatureAction_TrollPursue.h	300	0	OK	0 retail files
CCreatureAction_TrollSwipe	CCreatureAction_TrollSwipe.h	300	0	OK	0 retail files
CCreatureAction_TrollThrowProjectile	CCreatureAction_TrollThrowProjectile.h	328	6	OK	0 retail files
CCreatureAction_TrollTunnel	CCreatureAction_TrollTunnel.h	300	0	OK	0 retail files
CCreatureAction_TrollWhackGroundBase	CCreatureAction_TrollWhackGroundBase.h	300	0	OK	0 retail files
CCreatureAction_UnblockableMidAttack	CCreatureAction_UnblockableMidAttack.h	300	0	OK	0 retail files
CCreatureAction_UndeadIdleUnderground	_quarantine/CCreatureAction_UndeadIdleUnderground.h	300	0	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CCreatureAction_UndeadReturnToEarth	CCreatureAction_UndeadReturnToEarth.h	300	0	OK	0 retail files
CCreatureAction_UndeadRiseUp	CCreatureAction_UndeadRiseUp.h	308	2	OK	0 retail files
CCreatureAction_UnsheatheItemFromInventoryWithHasteAction	CCreatureAction_UnsheatheItemFromInventoryWithHasteAction.h	200	1	OK	0 retail files
CCreatureAction_UnsheatheWeapons	CCreatureAction_UnsheatheWeapons.h	304	1	OK	0 retail files
CCreatureAction_UseLamp	CCreatureAction_UseLamp.h	188	1	OK	0 retail files
CCreatureAction_UseObject	CCreatureAction_UseObject.h	236	11	OK	0 retail files
CCreatureAction_UseWallMount	CCreatureAction_UseWallMount.h	188	1	OK	0 retail files
CCreatureAction_VillagerAdvance	CCreatureAction_VillagerAdvance.h	300	0	OK	0 retail files
CCreatureAction_VillagerAttack	CCreatureAction_VillagerAttack.h	300	0	OK	0 retail files
CCreatureAction_VillagerAttackKnockdown	CCreatureAction_VillagerAttackKnockdown.h	304	2	OK	0 retail files
CCreatureAction_VillagerBackOff	CCreatureAction_VillagerBackOff.h	300	0	OK	0 retail files
CCreatureAction_WalkInto	CCreatureAction_WalkInto.h	300	0	OK	0 retail files
CCreatureAction_WaspQueenDie	_quarantine/CCreatureAction_WaspQueenDie.h	304	1	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CCreatureAction_WaspQueenDiveAttack	CCreatureAction_WaspQueenDiveAttack.h	300	0	OK	0 retail files
CCreatureAction_WaspQueenLashOutAttack	CCreatureAction_WaspQueenLashOutAttack.h	300	0	OK	0 retail files
CCreatureAction_WaspQueenPrimaryAttack	CCreatureAction_WaspQueenPrimaryAttack.h	300	0	OK	0 retail files
CCreatureAction_WhisperJumpIntoSky	CCreatureAction_WhisperJumpIntoSky.h	300	0	OK	0 retail files
CCreatureAction_WhisperSommersaultBackward	_quarantine/CCreatureAction_WhisperSommersaultBackward.h	304	2	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CCreatureAction_WhisperSommersaultForward	_quarantine/CCreatureAction_WhisperSommersaultForward.h	304	2	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CCreatureAction_YellOverHere	CCreatureAction_YellOverHere.h	180	0	OK	0 retail files
CCreatureDef	_quarantine/CCreatureDef.h	252	42	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CCreatureGenerationFamilyDef	_quarantine/CCreatureGenerationFamilyDef.h	104	4	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CCreatureGeneratorDef	_quarantine/CCreatureGeneratorDef.h	68	4	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CCreatureModeDef	_quarantine/CCreatureModeDef.h	68	4	QUARANTINED	1 conflict(s) in 1 file(s) vs 1 agreeing
CCreatureNavigationDef	CCreatureNavigationDef.h	56	4	OK	1 retail files
CCreatureStatsDef	CCreatureStatsDef.h	72	8	OK	0 retail files
CCriticalSectionLock	CCriticalSectionLock.h	8	2	OK	0 retail files
CDataInputStream	CDataInputStream.h	24	5	OK	0 retail files
CDataOutputStream	CDataOutputStream.h	8	1	OK	0 retail files
CDebugManager	CDebugManager.h	632	25	OK	0 retail files
CDecal	CDecal.h	124	18	OK	0 retail files
CDecapitationDef	CDecapitationDef.h	48	2	OK	1 retail files
CDefClassBase	CDefClassBase.h	37	3	OK	0 retail files
CDefStringTable		0	0	HAND_OWNED	
CDefaultEngineMemoryInit	CDefaultEngineMemoryInit.h	40	0	OK	0 retail files
CDefinitionManager	CDefinitionManager.h	240	19	OK	3 retail files
CDegradableDef	_quarantine/CDegradableDef.h	64	4	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CDiskFileWin32	CDiskFileWin32.h	28	6	OK	1 retail files
CDisplayEngine	CDisplayEngine.h	256	33	OK	1 retail files
CDisplayManager		0	0	HAND_OWNED	
CDisplayViewManager	CDisplayViewManager.h	8	2	OK	0 retail files
CDoorDef	CDoorDef.h	60	7	OK	0 retail files
CDragonActionHoverDef	_quarantine/CDragonActionHoverDef.h	44	1	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CDragonActionNapalmDef	_quarantine/CDragonActionNapalmDef.h	56	4	QUARANTINED	4 conflict(s) in 1 file(s) vs 0 agreeing
CDragonActionSwoopDef	CDragonActionSwoopDef.h	100	15	OK	0 retail files
CDrawMiniMap	CDrawMiniMap.h	388	17	OK	2 retail files
CDrawQuickAccessIcons	_quarantine/CDrawQuickAccessIcons.h	168	13	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CDriveManager	CDriveManager.h	8	1	OK	0 retail files
CDrunkennessDef	_quarantine/CDrunkennessDef.h	44	1	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CEditControlCentre	CEditControlCentre.h	2932	172	OK	1 retail files
CEditTransactionBase	_quarantine/CEditTransactionBase.h	8	1	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CEditWorldMap	CEditWorldMap.h	332	9	OK	0 retail files
CEnemyDef	CEnemyDef.h	44	1	OK	0 retail files
CEngine	CEngine.h	392	47	OK	2 retail files; dup_donor; suspect=CEngine_OnPostDeviceReset_00b25d00.cpp
CEngineBillboardGenerator	CEngineBillboardGenerator.h	32	2	OK	0 retail files
CEngineCamera	CEngineCamera.h	552	31	OK	0 retail files
CEngineComponent	CEngineComponent.h	12	3	OK	0 retail files
CEngineDef	_quarantine/CEngineDef.h	132	17	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CEngineEnvironment	CEngineEnvironment.h	1620	21	OK	0 retail files
CEngineInternalPrimitive2DAnimatedMesh	CEngineInternalPrimitive2DAnimatedMesh.h	340	7	OK	0 retail files
CEngineInternalPrimitive2DClockSprite	CEngineInternalPrimitive2DClockSprite.h	148	20	OK	0 retail files
CEngineInternalPrimitive2DMorphedAnimatedMesh	_quarantine/CEngineInternalPrimitive2DMorphedAnimatedMesh.h	412	2	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CEngineInternalPrimitive2DSprite	CEngineInternalPrimitive2DSprite.h	140	18	OK	0 retail files
CEngineInternalPrimitive2DStaticMesh	CEngineInternalPrimitive2DStaticMesh.h	304	19	OK	1 retail files; suspect=CEngineInternalPrimitive2DStaticMesh_GetWorldPosition_00b9d040.cpp
CEngineInternalPrimitive2DText	_quarantine/CEngineInternalPrimitive2DText.h	108	5	QUARANTINED	2 conflict(s) in 1 file(s) vs 0 agreeing
CEngineInternalPrimitive2DViewport	CEngineInternalPrimitive2DViewport.h	164	10	OK	0 retail files
CEngineInternalPrimitiveAnimatedMesh	_quarantine/CEngineInternalPrimitiveAnimatedMesh.h	300	6	QUARANTINED	3 conflict(s) in 2 file(s) vs 1 agreeing
CEngineInternalPrimitiveAnimatedMeshFromFile	CEngineInternalPrimitiveAnimatedMeshFromFile.h	300	0	OK	0 retail files
CEngineInternalPrimitiveBase	CEngineInternalPrimitiveBase.h	72	20	OK	1 retail files; suspect=CEngineInternalPrimitiveBase_GetFadeDistance_00b3a990.cpp
CEngineInternalPrimitiveDecal	_quarantine/CEngineInternalPrimitiveDecal.h	148	14	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CEngineInternalPrimitiveGroup	CEngineInternalPrimitiveGroup.h	100	2	OK	1 retail files
CEngineInternalPrimitiveLight	CEngineInternalPrimitiveLight.h	112	10	OK	0 retail files
CEngineInternalPrimitiveMeshBase	_quarantine/CEngineInternalPrimitiveMeshBase.h	112	11	QUARANTINED	1 conflict(s) in 1 file(s) vs 1 agreeing
CEngineInternalPrimitiveMorphedAnimatedMesh	_quarantine/CEngineInternalPrimitiveMorphedAnimatedMesh.h	372	2	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CEngineInternalPrimitiveMorphedStaticMesh	_quarantine/CEngineInternalPrimitiveMorphedStaticMesh.h	244	2	QUARANTINED	2 conflict(s) in 1 file(s) vs 1 agreeing
CEngineInternalPrimitiveOcclusionBase	CEngineInternalPrimitiveOcclusionBase.h	80	1	OK	0 retail files
CEngineInternalPrimitiveOcclusionGroup	CEngineInternalPrimitiveOcclusionGroup.h	100	5	OK	1 retail files
CEngineInternalPrimitiveParticleDecal	_quarantine/CEngineInternalPrimitiveParticleDecal.h	124	9	QUARANTINED	5 conflict(s) in 2 file(s) vs 0 agreeing
CEngineInternalPrimitiveParticleDecalGroup	_quarantine/CEngineInternalPrimitiveParticleDecalGroup.h	216	11	QUARANTINED	2 conflict(s) in 1 file(s) vs 0 agreeing
CEngineInternalPrimitiveParticleGroup	CEngineInternalPrimitiveParticleGroup.h	192	12	OK	2 retail files
CEngineInternalPrimitiveParticleLine	_quarantine/CEngineInternalPrimitiveParticleLine.h	104	9	QUARANTINED	4 conflict(s) in 1 file(s) vs 0 agreeing
CEngineInternalPrimitiveParticleLineGroup	_quarantine/CEngineInternalPrimitiveParticleLineGroup.h	208	10	QUARANTINED	2 conflict(s) in 1 file(s) vs 0 agreeing
CEngineInternalPrimitiveParticleMesh	CEngineInternalPrimitiveParticleMesh.h	136	5	OK	0 retail files
CEngineInternalPrimitiveParticleMeshGroup	CEngineInternalPrimitiveParticleMeshGroup.h	252	4	OK	0 retail files
CEngineInternalPrimitiveParticleSprite	_quarantine/CEngineInternalPrimitiveParticleSprite.h	104	9	QUARANTINED	4 conflict(s) in 2 file(s) vs 0 agreeing
CEngineInternalPrimitiveParticleSpriteGroup	_quarantine/CEngineInternalPrimitiveParticleSpriteGroup.h	208	10	QUARANTINED	2 conflict(s) in 1 file(s) vs 0 agreeing
CEngineInternalPrimitiveParticleSpriteTrailGroup	CEngineInternalPrimitiveParticleSpriteTrailGroup.h	208	4	OK	0 retail files
CEngineInternalPrimitiveRepeatedStaticMesh	CEngineInternalPrimitiveRepeatedStaticMesh.h	176	14	OK	1 retail files
CEngineInternalPrimitiveRepeatedZSprite	CEngineInternalPrimitiveRepeatedZSprite.h	148	9	OK	1 retail files
CEngineInternalPrimitiveShadowedSpotLight	CEngineInternalPrimitiveShadowedSpotLight.h	124	13	OK	0 retail files
CEngineInternalPrimitiveSprite	_quarantine/CEngineInternalPrimitiveSprite.h	136	16	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CEngineInternalPrimitiveStaticMesh	CEngineInternalPrimitiveStaticMesh.h	172	3	OK	6 retail files
CEngineInternalPrimitiveStaticMeshFromFile	CEngineInternalPrimitiveStaticMeshFromFile.h	172	1	OK	0 retail files
CEngineInternalPrimitiveText	_quarantine/CEngineInternalPrimitiveText.h	104	9	QUARANTINED	7 conflict(s) in 1 file(s) vs 0 agreeing
CEngineInternalPrimitiveWeatherMask	_quarantine/CEngineInternalPrimitiveWeatherMask.h	168	6	QUARANTINED	2 conflict(s) in 1 file(s) vs 0 agreeing
CEngineLandscapeMap	_quarantine/CEngineLandscapeMap.h	120	24	QUARANTINED	3 conflict(s) in 2 file(s) vs 1 agreeing
CEngineLandscapeMemoryManager	CEngineLandscapeMemoryManager.h	140	10	OK	3 retail files
CEngineLandscapePatch	_quarantine/CEngineLandscapePatch.h	72	13	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CEngineLandscapeRenderer	CEngineLandscapeRenderer.h	3932	42	OK	0 retail files
CEngineLightingManager	CEngineLightingManager.h	18140	60	OK	0 retail files
CEngineLocalDetailGenerator	_quarantine/CEngineLocalDetailGenerator.h	180	16	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CEngineLocalDetailGeneratorDef	_quarantine/CEngineLocalDetailGeneratorDef.h	80	1	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CEngineLocalDetailLayerDef	_quarantine/CEngineLocalDetailLayerDef.h	96	3	QUARANTINED	1 conflict(s) in 1 file(s) vs 1 agreeing
CEngineLocalDetailObjectDef	_quarantine/CEngineLocalDetailObjectDef.h	140	19	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CEngineOcclusionManager	CEngineOcclusionManager.h	147668	19	OK	0 retail files
CEnginePersistentPrimitiveBase	CEnginePersistentPrimitiveBase.h	12	1	OK	0 retail files
CEnginePrimitive2DViewportManager	CEnginePrimitive2DViewportManager.h	56	1	OK	0 retail files
CEnginePrimitiveAttachmentManager	CEnginePrimitiveAttachmentManager.h	28	1	OK	0 retail files
CEnginePrimitiveManager		0	0	HAND_OWNED	
CEnginePrimitiveManager2DParticleGroup	CEnginePrimitiveManager2DParticleGroup.h	40	0	OK	0 retail files
CEnginePrimitiveManager2DSprites	CEnginePrimitiveManager2DSprites.h	56	6	OK	1 retail files
CEnginePrimitiveManagerFlareSprites	CEnginePrimitiveManagerFlareSprites.h	40	3	OK	0 retail files
CEnginePrimitiveManagerMeshBase	CEnginePrimitiveManagerMeshBase.h	32	0	OK	0 retail files
CEnginePrimitiveManagerOcclusionBase	CEnginePrimitiveManagerOcclusionBase.h	32	4	OK	1 retail files
CEnginePrimitiveManagerParticleDecalGroup	CEnginePrimitiveManagerParticleDecalGroup.h	292	15	OK	0 retail files
CEnginePrimitiveManagerParticleLineGroup	CEnginePrimitiveManagerParticleLineGroup.h	612	8	OK	0 retail files
CEnginePrimitiveManagerParticleMeshGroup	CEnginePrimitiveManagerParticleMeshGroup.h	736	8	OK	0 retail files
CEnginePrimitiveManagerParticleSpriteGroup	CEnginePrimitiveManagerParticleSpriteGroup.h	820	12	OK	0 retail files
CEnginePrimitiveManagerParticleSpriteTrailGroup	CEnginePrimitiveManagerParticleSpriteTrailGroup.h	68	7	OK	0 retail files
CEnginePrimitiveManagerRepeatedStaticMeshes	CEnginePrimitiveManagerRepeatedStaticMeshes.h	148	17	OK	0 retail files
CEnginePrimitiveManagerRepeatedZSprites	CEnginePrimitiveManagerRepeatedZSprites.h	200	15	OK	0 retail files
CEnginePrimitiveManagerSprites	CEnginePrimitiveManagerSprites.h	12	1	OK	0 retail files
CEnginePrimitiveManagerStaticMeshesBase	CEnginePrimitiveManagerStaticMeshesBase.h	792	41	OK	0 retail files
CEnginePrimitiveOcclusionGroupManager	CEnginePrimitiveOcclusionGroupManager.h	32	0	OK	0 retail files
CEnginePrimitiveOcclusionManager	CEnginePrimitiveOcclusionManager.h	56	12	OK	0 retail files
CEnginePrimitiveRenderer	CEnginePrimitiveRenderer.h	856	51	OK	0 retail files
CEnginePrimitiveRenderer2D	CEnginePrimitiveRenderer2D.h	888	32	OK	0 retail files
CEnginePrimitiveTypeInfo	CEnginePrimitiveTypeInfo.h	204	1	OK	0 retail files
CEngineResourceManager	CEngineResourceManager.h	16720	38	OK	0 retail files
CEngineSceneEnumeratorResetVisibilityRatio	CEngineSceneEnumeratorResetVisibilityRatio.h	8	1	OK	0 retail files
CEngineSceneGridCell	_quarantine/CEngineSceneGridCell.h	72	12	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CEngineScreenEffectColourFilter	CEngineScreenEffectColourFilter.h	236	17	OK	0 retail files
CEngineScreenEffectDisplacementRenderer	CEngineScreenEffectDisplacementRenderer.h	428	26	OK	0 retail files
CEngineScreenEffectGlowRenderer	CEngineScreenEffectGlowRenderer.h	640	33	OK	0 retail files
CEngineScreenEffectOutlineGlow	CEngineScreenEffectOutlineGlow.h	484	36	OK	0 retail files
CEngineScreenEffectRadialBlurRenderer	CEngineScreenEffectRadialBlurRenderer.h	556	40	OK	0 retail files
CEngineShadowRenderer	CEngineShadowRenderer.h	832	34	OK	0 retail files
CEngineSimulationManager	CEngineSimulationManager.h	4240	28	OK	0 retail files
CEngineSkyRenderer	CEngineSkyRenderer.h	404	31	OK	0 retail files
CEngineStateBlocks	CEngineStateBlocks.h	52	10	OK	0 retail files
CEngineSubPrimitiveRenderer	CEngineSubPrimitiveRenderer.h	464	6	OK	0 retail files
CEngineSurfaceCompositionManager	CEngineSurfaceCompositionManager.h	4764	27	OK	0 retail files
CEngineThemeDef	_quarantine/CEngineThemeDef.h	168	26	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CEngineThemeGroupDef	_quarantine/CEngineThemeGroupDef.h	62	1	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CEngineVSConstantLayoutBasic	CEngineVSConstantLayoutBasic.h	336	0	OK	0 retail files
CEngineVSConstantLayoutLights	CEngineVSConstantLayoutLights.h	336	0	OK	0 retail files
CEngineVSConstantLayoutLightsBones	CEngineVSConstantLayoutLightsBones.h	336	0	OK	1 retail files
CEngineVSConstantLayoutParticles	CEngineVSConstantLayoutParticles.h	336	0	OK	0 retail files
CEngineVSConstantLayoutRepeatedMesh	CEngineVSConstantLayoutRepeatedMesh.h	384	4	OK	0 retail files
CEngineVideoOptionsDef	_quarantine/CEngineVideoOptionsDef.h	124	21	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CEngineWaterBackgroundSubPatch	CEngineWaterBackgroundSubPatch.h	96	18	OK	1 retail files
CEngineWaterRenderer	CEngineWaterRenderer.h	1544	77	OK	0 retail files
CEngineWeatherRenderer	CEngineWeatherRenderer.h	4904	43	OK	0 retail files
CEngineWorldMap	CEngineWorldMap.h	1124	26	OK	0 retail files
CEntitySoundDef	_quarantine/CEntitySoundDef.h	92	4	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CEnvironment	CEnvironment.h	6816	26	OK	0 retail files
CEnvironmentDef	_quarantine/CEnvironmentDef.h	312	62	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CEnvironmentThemeDaySetDef	CEnvironmentThemeDaySetDef.h	116	10	OK	0 retail files; suspect=GetSizeofClass
CEnvironmentThemeDef	_quarantine/CEnvironmentThemeDef.h	200	34	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CExperienceDef	_quarantine/CExperienceDef.h	92	4	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CExplodingObjectDef	CExplodingObjectDef.h	52	4	OK	0 retail files
CExplosionDef	_quarantine/CExplosionDef.h	116	18	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CExplosiveTrailDef	CExplosiveTrailDef.h	76	9	OK	0 retail files
